refcode,BG_PBE,CBM_PBE,VBM_PBE,Direct_PBE
ABZCUH05_FSR,3.0539959999999997,2.573035,-0.48096099999999997,True
ACAFIT_FSR,1.330433,2.335693,1.00526,False
ACAFOZ_FSR,1.510856,2.237193,0.726337,False
ACAJOF_FSR,0.392395,-0.220421,-0.612816,False
ACAKEX_FSR,0.752596,1.103885,0.35128899999999996,True
ACATAB_FSR,0.623449,0.46106,-0.162389,False
ACATIJ_FSR,1.407161,2.170129,0.762968,False
ACAZAG_FSR,3.13924,3.867642,0.728402,True
ACAZEK_FSR,2.591703,3.9899139999999997,1.398211,True
ACEGIA_FSR,3.809101,3.1613900000000004,-0.6477109999999999,False
ACEGOG_FSR,3.6103300000000003,1.9107759999999998,-1.699554,False
ACEKIE_FSR,3.352066,2.572101,-0.7799649999999999,True
ACEKOK_FSR,2.810681,1.064614,-1.7460669999999998,False
ACENIF_FSR,3.157609,1.119918,-2.037691,True
ACETCO_FSR,0.508877,1.495496,0.986619,False
ACIGAX_FSR,2.5785810000000002,4.566611,1.98803,False
ACIGEB_FSR,2.456067,4.063655000000001,1.607588,False
ACIJAX_FSR,0.686774,0.466134,-0.22064,True
ACIKAA_FSR,3.76444,3.918705,0.154265,False
ACIPEJ_FSR,1.0603280000000002,1.041167,-0.019161,False
ACIRIP_FSR,3.54529,3.1940009999999996,-0.35128899999999996,False
ACIROV_FSR,3.2395959999999997,3.027511,-0.212085,False
ACISEM_FSR,0.653874,0.8470719999999999,0.193198,False
ACISIQ_FSR,0.7852140000000001,0.876458,0.091244,False
ACISOW_FSR,3.8740010000000002,3.236222,-0.637779,True
ACITAK_FSR,2.44062,3.60454,1.16392,False
ACIWUF_FSR,2.431973,2.666977,0.235004,False
ACIXAM_FSR,2.2186310000000002,2.55225,0.333619,True
ACIZIX_FSR,3.39742,3.7592760000000003,0.361856,False
ACODAA_FSR,0.042582,-0.48201099999999997,-0.524593,False
ACOHAE_FSR,3.4274190000000004,2.887228,-0.540191,False
ACOHEF_FSR,2.5095110000000003,2.5904,0.080889,True
ACOHUW_FSR,1.480617,2.469028,0.988411,True
ACOLIP_FSR,2.690086,1.0743770000000001,-1.615709,True
ACOMOX_FSR,2.840559,2.265162,-0.575397,True
ACOVEU_FSR,0.441175,3.196813,2.7556380000000003,False
ACOYEY_FSR,2.905189,2.410295,-0.49489399999999995,True
ACRNCU_FSR,1.391934,3.3498080000000003,1.9578740000000001,False
ACUBOP01_FSR,3.002738,2.325468,-0.6772699999999999,True
ACUBOP_FSR,3.0830740000000003,2.147982,-0.935092,False
ACUFEL_FSR,2.463934,2.040527,-0.423407,True
ACUFIO_FSR,3.116747,3.3021510000000003,0.18540399999999999,True
ACUFOU_FSR,3.140342,2.815218,-0.32512399999999997,False
ACUFOV_FSR,4.335031,4.716525,0.381494,True
ACUFUA_FSR,2.8284700000000003,2.345663,-0.482807,True
ACUFUB_FSR,1.5983530000000001,2.872974,1.274621,True
ACUGAH_FSR,3.005803,3.084012,0.078209,False
ACUGEL_FSR,3.319757,3.000395,-0.319362,False
ADABAK_FSR,0.732904,0.461207,-0.27169699999999997,True
ADABEO_FSR,0.727572,0.88531,0.15773800000000002,True
ADABUE_FSR,0.710393,0.07948999999999999,-0.630903,True
ADACUE01_FSR,3.188529,3.085868,-0.10266099999999999,True
ADACUE_FSR,3.173462,2.59781,-0.575652,True
ADADEP_FSR,1.114999,2.206959,1.09196,True
ADAPAX_FSR,2.793043,2.059543,-0.7335,False
ADAQII_FSR,2.930454,3.12482,0.194366,False
ADAVEJ01_FSR,3.418797,3.1565689999999997,-0.262228,True
ADAXOV_FSR,0.777583,0.913357,0.135774,False
ADEGAU_FSR,0.49746899999999994,2.275384,1.7779150000000001,False
ADEGIA01_FSR,3.381991,2.3444599999999998,-1.037531,False
ADETEL_FSR,2.931752,0.541231,-2.390521,True
ADEZUH_FSR,4.18309,3.707782,-0.475308,False
ADICIA_FSR,0.716066,1.4938069999999999,0.777741,False
ADILIJ01_FSR,3.3343019999999997,3.5394769999999998,0.205175,False
ADINOT_FSR,2.3652990000000003,3.016685,0.651386,False
ADIPAH_FSR,2.355337,2.056818,-0.298519,True
ADIQAH_FSR,0.9032709999999999,0.0056359999999999995,-0.8976350000000001,True
ADIQEL_FSR,1.2096200000000001,1.479484,0.269864,False
ADIQIP_FSR,0.31647800000000004,2.02732,1.7108419999999998,False
ADIQNI01_FSR,1.773938,1.8645650000000002,0.090627,False
ADIVUG_FSR,2.071724,1.9466830000000002,-0.125041,False
ADIZUJ_FSR,3.110386,2.371807,-0.738579,True
ADODII_FSR,3.449792,1.509565,-1.9402270000000001,False
ADODOO_FSR,3.445564,1.467136,-1.9784279999999999,False
ADODUU_FSR,3.448867,1.5118610000000001,-1.9370060000000002,False
ADOJEJ_FSR,2.875085,2.901755,0.02667,False
ADOJIN_FSR,2.949749,3.0857099999999997,0.135961,False
ADOJOT_FSR,2.921966,2.666861,-0.255105,False
ADOJUZ_FSR,2.447101,1.867268,-0.579833,True
ADOKAG_FSR,2.8203080000000003,2.546374,-0.273934,False
ADOKEK_FSR,2.613213,2.651068,0.037855,False
ADOKOU_FSR,2.226325,2.929792,0.703467,False
ADOKUA_FSR,2.284211,2.8883229999999998,0.604112,False
ADOLAH_FSR,2.340185,2.603742,0.26355700000000004,True
ADOPAN_FSR,2.0792919999999997,2.198488,0.11919600000000001,True
ADOQOC_FSR,0.375743,1.305515,0.9297719999999999,False
ADOXUP_FSR,2.828856,4.887974,2.0591180000000002,False
ADUPOH_FSR,0.642825,0.82358,0.180755,False
ADUTID03_FSR,4.1939589999999995,4.237097,0.043138,True
ADUVAX_FSR,0.9157700000000001,1.355022,0.43925200000000003,False
AFADOD_FSR,3.41249,3.261683,-0.150807,False
AFAHEW_FSR,3.157155,2.455968,-0.701187,False
AFAKIE_FSR,1.574036,1.5761,0.002064,False
AFAVOU_FSR,2.957404,3.302517,0.345113,True
AFAVUA_FSR,4.299316,3.601414,-0.697902,True
AFAWAF_FSR,0.75,0.5015850000000001,-0.248415,True
AFEBAQ_FSR,2.283617,1.990105,-0.293512,False
AFECUM_FSR,2.931273,2.230058,-0.7012149999999999,False
AFEDAR_FSR,0.739085,1.475962,0.736877,False
AFEGAV_FSR,3.257259,2.695561,-0.5616979999999999,True
AFEHAV_FSR,2.68017,2.690548,0.010378,True
AFELIH_FSR,1.441128,3.11061,1.669482,True
AFEYAL02_FSR,2.749294,2.772935,0.023641,False
AFEYAL03_FSR,2.736023,2.7476540000000003,0.011631,False
AFEYOC_FSR,0.560962,0.818779,0.257817,True
AFEYUI_FSR,2.168632,3.026816,0.8581840000000001,False
AFICAU_FSR,1.769954,3.26209,1.4921360000000001,True
AFIPUB_FSR,2.594625,3.237466,0.642841,False
AFIVIX_FSR,2.38961,2.038147,-0.351463,False
AFOHOT_FSR,2.640781,2.922222,0.281441,False
AFOJEK01_FSR,2.408503,2.660018,0.251515,False
AFOJIO_FSR,3.159475,3.534909,0.375434,False
AFOKOW_FSR,2.824396,2.304023,-0.520373,False
AFOKUC_FSR,2.811528,2.030673,-0.780855,False
AFOLIR_FSR,0.107635,2.569383,2.461748,False
AFORCD_FSR,4.600817,2.889728,-1.7110889999999999,True
AFOSIY_FSR,2.952756,2.117826,-0.83493,False
AFOZEC_FSR,0.463779,1.400679,0.9369,False
AFUDUA_FSR,1.3202690000000001,3.6565260000000004,2.336257,True
AFUJER_FSR,0.45401400000000003,1.7885689999999999,1.334555,False
AFUJOA_FSR,2.7902970000000002,2.353639,-0.436658,False
AFUKIW_FSR,3.087308,1.8430119999999999,-1.2442959999999998,False
AFUMCO04_FSR,0.44595500000000005,1.529228,1.083273,False
AFUQIB_FSR,0.9115989999999999,1.414941,0.503342,False
AFUQUN_FSR,4.22196,4.120747,-0.101213,False
AFUWIK_FSR,2.6605119999999998,2.004536,-0.655976,False
AFUXAC_FSR,2.40915,2.01267,-0.39648,True
AFUYAE_FSR,3.818713,3.284155,-0.534558,False
AGACIW01_FSR,2.302511,2.110255,-0.19225599999999998,False
AGALUR_FSR,4.6558459999999995,4.101669,-0.554177,True
AGAMED_FSR,5.916939,5.230969,-0.68597,True
AGARAC_FSR,2.29692,2.890951,0.5940310000000001,True
AGAWOU_FSR,0.7342890000000001,-0.576773,-1.3110620000000002,True
AGEDIC_FSR,3.0751060000000003,-0.253056,-3.3281620000000003,False
AGEWOZ_FSR,3.4236089999999995,3.222697,-0.20091199999999998,False
AGEZUJ_FSR,2.354564,2.718117,0.363553,False
AGIFIH_FSR,3.173346,2.546481,-0.626865,True
AGIJAD_FSR,0.19276,0.575922,0.383162,False
AGIJUW_FSR,0.9060870000000001,1.443897,0.53781,False
AGIKAD_FSR,0.9192290000000001,1.530584,0.611355,True
AGIMIN_FSR,3.2860120000000004,3.045846,-0.240166,False
AGMTHY_FSR,2.779142,3.7421,0.962958,False
AGOJOX_FSR,3.15116,2.1983639999999998,-0.9527959999999999,False
AGONIT_FSR,2.89051,2.98794,0.09742999999999999,False
AGOSOE_FSR,0.8467600000000001,1.146201,0.299441,False
AGOWID_FSR,2.849166,2.6792860000000003,-0.16988,False
AGOWUO_FSR,1.087173,2.1724799999999997,1.085307,True
AGOXAX_FSR,0.9687979999999999,1.137413,0.16861500000000001,True
AGOZED01_FSR,2.41288,1.29608,-1.1168,False
AGPYNO01_FSR,2.508228,2.58664,0.078412,False
AGSLFB_FSR,2.446724,3.909357,1.462633,False
AGUBEK_FSR,2.597581,2.3748110000000002,-0.22276999999999997,False
AGULIY_FSR,0.5755359999999999,1.485622,0.9100860000000001,False
AGULOE_FSR,0.760131,1.560086,0.799955,False
AGUMUL_FSR,0.725196,3.091928,2.366732,False
AGUSUR_FSR,2.7570419999999998,2.4154009999999997,-0.341641,True
AGUTEC_FSR,0.965958,0.413415,-0.552543,False
AGUWEG01_FSR,1.4980719999999998,1.572546,0.074474,False
AGUYEG_FSR,1.1311870000000002,2.685457,1.55427,False
AHADUI_FSR,2.095803,1.9581240000000002,-0.137679,False
AHAHIB_FSR,3.177362,2.98549,-0.19187200000000001,False
AHAJUP_FSR,4.037738,3.821639,-0.21609899999999999,True
AHAKAW_FSR,3.774278,4.4043849999999996,0.630107,False
AHALEB02_FSR,2.890878,3.544051,0.653173,True
AHAMIG_FSR,1.47033,2.744475,1.274145,True
AHANAZ_FSR,3.6545360000000002,2.7949490000000003,-0.8595870000000001,False
AHAVOV_FSR,2.167961,1.2402440000000001,-0.927717,False
AHAWIQ_FSR,2.533985,2.43204,-0.10194500000000001,False
AHAWUC_FSR,0.617766,1.279116,0.66135,False
AHAXAJ_FSR,0.39352,1.383135,0.9896149999999999,True
AHAXOX_FSR,0.7919619999999999,2.303877,1.511915,False
AHAYAK_FSR,2.437721,2.2168069999999997,-0.220914,False
AHEBOE_FSR,3.6895910000000005,3.5876019999999995,-0.101989,True
AHEGIF_FSR,0.623751,0.21718600000000002,-0.406565,True
AHELAC_FSR,1.295036,1.6295469999999999,0.334511,False
AHEMOQ_FSR,2.488912,2.7510939999999997,0.262182,False
AHEPAG_FSR,2.513306,3.088321,0.5750149999999999,True
AHEPEK_FSR,2.561226,3.4233870000000004,0.8621610000000001,True
AHERUC_FSR,2.5642840000000002,3.015695,0.45141099999999995,False
AHIJOQ01_FSR,4.115597,5.4882919999999995,1.372695,False
AHINIP_FSR,2.0625080000000002,1.2468299999999999,-0.815678,True
AHISAN_FSR,2.01382,1.844634,-0.169186,False
AHISER_FSR,3.3374550000000003,3.2803419999999996,-0.057113,False
AHIZUN_FSR,2.912941,3.3429580000000003,0.430017,False
AHOBAB_FSR,1.650652,3.642354,1.991702,False
AHOJOX_FSR,2.557935,3.224812,0.666877,False
AHOKAK_FSR,2.555845,3.2204189999999997,0.664574,False
AHOMOB01_FSR,0.898799,-0.760041,-1.65884,False
AHONUG_FSR,3.0637209999999997,2.146541,-0.9171799999999999,True
AHOVID_FSR,0.22851999999999997,3.041771,2.8132509999999997,False
AHOZII_FSR,0.019825,-2.957005,-2.97683,True
AHUHIV_FSR,2.682345,2.934308,0.251963,False
AHUVOP_FSR,1.116606,2.685453,1.5688469999999999,False
AHUXAD_FSR,2.4704599999999997,2.6099669999999997,0.139507,False
AHXCUD10_FSR,0.851607,0.7656649999999999,-0.08594199999999999,False
AJABIX_FSR,2.609858,2.939084,0.329226,True
AJABOD_FSR,2.060085,2.697326,0.637241,True
AJAHAV_FSR,2.336989,2.8750869999999997,0.538098,False
AJAHEZ_FSR,2.229537,1.880901,-0.348636,False
AJAQUY_FSR,3.251521,3.117149,-0.134372,False
AJASIO_FSR,3.0839830000000004,2.652968,-0.431015,False
AJAXOY_FSR,0.986619,1.7573029999999998,0.770684,False
AJAYIT_FSR,0.956734,0.68866,-0.268074,True
AJERUC_FSR,3.4600760000000004,4.0993129999999995,0.6392369999999999,True
AJESAJ02_FSR,0.21151999999999999,1.0451290000000002,0.833609,False
AJESAJ_FSR,0.23162800000000003,1.1251,0.8934719999999999,False
AJEWUH_FSR,1.186051,1.850738,0.664687,True
AJIFAB_FSR,4.436557,3.3416989999999998,-1.0948579999999999,False
AJIFEF_FSR,2.9738279999999997,3.696289,0.722461,False
AJIFIJ_FSR,4.267449,3.816879,-0.45056999999999997,True
AJIGIK_FSR,4.1433,4.096578,-0.046722,False
AJIHUX_FSR,3.3430410000000004,3.4350059999999996,0.09196499999999999,False
AJIJEI01_FSR,2.798762,2.45086,-0.347902,False
AJIJEI_FSR,2.896818,2.5945560000000003,-0.302262,True
AJIJIN_FSR,1.6407740000000002,1.858275,0.21750100000000003,True
AJILIP_FSR,1.600789,2.1872380000000002,0.586449,False
AJIMEN_FSR,1.968891,0.7957350000000001,-1.1731559999999999,True
AJIPIT_FSR,3.1284919999999996,2.425863,-0.702629,False
AJIPUF_FSR,1.889946,3.796035,1.906089,True
AJIQER_FSR,1.175467,1.9979810000000002,0.822514,False
AJIQIU_FSR,1.592705,1.587863,-0.004842,False
AJIRAM_FSR,0.667633,1.388221,0.720588,False
AJOFAI_FSR,1.407433,1.306826,-0.100607,False
AJOSUN_FSR,2.1978400000000002,2.865247,0.667407,True
AJOVEB_FSR,2.9431700000000003,1.446706,-1.496464,False
AJUKOH_FSR,1.700307,2.609397,0.90909,True
AKAGIE_FSR,4.8918800000000005,3.7953589999999995,-1.0965209999999999,True
AKAPUX_FSR,1.074659,2.451422,1.376763,True
AKAQAE_FSR,1.013084,2.484972,1.4718879999999999,False
AKAQEI_FSR,1.105993,3.06825,1.962257,False
AKAREJ_FSR,0.6143649999999999,2.222619,1.608254,True
AKAROT01_FSR,0.808375,1.6909459999999998,0.8825709999999999,False
AKAROT_FSR,0.675663,1.557121,0.881458,False
AKAXOA_FSR,0.713043,-0.005005,-0.7180479999999999,False
AKAYER_FSR,0.6951579999999999,-0.012454,-0.707612,False
AKAZOD_FSR,1.296573,0.877503,-0.41907,False
AKEBUP_FSR,2.526767,2.860161,0.333394,True
AKECAW_FSR,2.243856,2.356276,0.11242,False
AKECOK_FSR,2.78647,2.736577,-0.049893,False
AKEGIH_FSR,1.957409,3.3019410000000002,1.344532,False
AKEGON_FSR,1.203308,2.2820720000000003,1.0787639999999998,True
AKEGUT_FSR,2.2242290000000002,2.027171,-0.19705799999999998,False
AKESIS_FSR,1.657893,3.157332,1.499439,False
AKIMUD_FSR,2.3563669999999997,3.435549,1.0791819999999999,False
AKINIS_FSR,2.156904,2.7659439999999997,0.6090399999999999,True
AKIQIU01_FSR,1.105304,2.656532,1.551228,False
AKIZAX_FSR,3.13541,2.506328,-0.6290819999999999,False
AKIZEB_FSR,3.004339,2.5186189999999997,-0.48572,False
AKUHOD01_FSR,4.491849,3.6037790000000003,-0.88807,True
AKUWIO_FSR,1.138917,2.1213759999999997,0.982459,False
AKUWOU_FSR,2.4170580000000004,2.48888,0.071822,True
ALAGIF_FSR,2.363045,3.109449,0.746404,True
ALAJEE_FSR,0.901069,0.617575,-0.283494,False
ALATAK_FSR,1.378061,1.141844,-0.236217,True
ALEQIS_FSR,3.3005430000000002,3.755987,0.45544399999999996,False
ALIDAB_FSR,0.932637,1.8521439999999998,0.919507,False
ALIDIJ_FSR,0.8576870000000001,1.610309,0.752622,False
ALIDUU_FSR,1.88736,2.90448,1.01712,False
ALIDUV_FSR,0.537567,1.836959,1.299392,True
ALIFOR01_FSR,1.459437,2.325351,0.865914,False
ALIFOS_FSR,2.4195919999999997,1.180174,-1.2394180000000001,False
ALIGOS_FSR,2.27136,1.835625,-0.43573500000000004,False
ALIHIN_FSR,2.08435,2.168903,0.084553,True
ALIJAH_FSR,1.9531720000000001,1.7405680000000001,-0.212604,True
ALILIS_FSR,2.774037,2.144499,-0.629538,False
ALILOY_FSR,2.389181,1.854738,-0.534443,False
ALILUE_FSR,3.173522,2.369809,-0.803713,False
ALIMAL_FSR,2.763647,1.9488029999999998,-0.814844,True
ALIMEP_FSR,3.034116,2.930283,-0.103833,False
ALIMIT_FSR,3.1009860000000002,2.337088,-0.763898,True
ALIRES_FSR,1.8626669999999999,2.764089,0.901422,True
ALITUL_FSR,2.7606919999999997,3.4184069999999998,0.6577149999999999,False
ALIVEX_FSR,2.805775,2.2166959999999998,-0.589079,False
ALIVIB_FSR,3.31445,2.3148150000000003,-0.999635,False
ALIVOH_FSR,2.972791,2.843185,-0.129606,False
ALIVUN_FSR,3.1735580000000003,3.182877,0.009319,True
ALOJOA_FSR,2.6696779999999998,2.5001759999999997,-0.16950199999999999,False
ALONOE_FSR,0.9584530000000001,1.140001,0.18154800000000001,False
ALOVON_FSR,1.7328139999999999,3.4574260000000003,1.7246119999999998,True
ALOVUT_FSR,1.044109,3.179621,2.135512,False
ALOWAA_FSR,1.292418,3.7618489999999998,2.469431,False
ALUJUN_FSR,3.207427,2.236509,-0.9709180000000001,True
ALUKAU_FSR,3.172663,2.237343,-0.93532,True
ALUKOI_FSR,1.703048,-1.329222,-3.03227,True
ALUKUO_FSR,1.715586,-1.325724,-3.0413099999999997,True
ALULAV_FSR,1.715976,-1.305782,-3.021758,True
ALUPUS01_FSR,2.158916,1.7654299999999998,-0.393486,False
ALUPUS_FSR,2.177595,1.804604,-0.37299099999999996,False
AMACOI_FSR,0.8677860000000001,0.608298,-0.259488,False
AMAFIE_FSR,2.712456,2.389093,-0.323363,False
AMAJUU_FSR,2.582064,3.177643,0.595579,False
AMANEJ_FSR,0.581871,1.132005,0.550134,True
AMAQAG02_FSR,0.905235,0.9167549999999999,0.01152,False
AMAZEV_FSR,2.845967,2.4763479999999998,-0.36961900000000003,False
AMBRCD_FSR,1.524325,2.712924,1.188599,False
AMBZAG10_FSR,2.411822,3.156031,0.744209,False
AMEQOZ_FSR,3.8445970000000003,3.637697,-0.2069,True
AMEVIX_FSR,0.8393729999999999,1.836368,0.9969950000000001,True
AMIHOV_FSR,1.164325,2.366561,1.202236,False
AMIJAJ_FSR,0.374604,2.274882,1.900278,True
AMIKEN_FSR,2.009706,1.597818,-0.41188800000000003,False
AMIKIR_FSR,2.9714869999999998,2.60155,-0.369937,False
AMIKOX_FSR,3.02845,2.066084,-0.9623659999999999,True
AMILUE_FSR,2.597387,0.246444,-2.350943,True
AMIMUE_FSR,2.291134,2.4170130000000003,0.125879,False
AMINEP_FSR,3.1859919999999997,2.686552,-0.49943999999999994,True
AMINUF_FSR,0.863611,0.167069,-0.696542,True
AMIPUJ_FSR,0.899272,1.374191,0.474919,False
AMIXIE_FSR,2.84455,2.867023,0.022473,False
AMIXOK_FSR,2.881267,2.756567,-0.1247,False
AMIYEB01_FSR,3.055028,2.122118,-0.93291,False
AMOROK_FSR,5.536122,5.292634,-0.243488,False
AMORUQ_FSR,5.501479,5.19983,-0.301649,True
AMOYIL_FSR,1.9230180000000001,1.727236,-0.19578199999999998,False
AMOYOR_FSR,1.469637,0.685539,-0.784098,True
AMOZAE_FSR,3.138418,2.85148,-0.286938,False
AMOZEI_FSR,3.147341,2.5481830000000003,-0.599158,True
AMOZIM_FSR,3.077193,3.011765,-0.065428,False
AMOZOS_FSR,2.9551220000000002,2.670424,-0.284698,True
AMUCAN_FSR,1.7124130000000002,1.223745,-0.48866800000000005,True
AMUCOB_FSR,4.4561839999999995,3.364154,-1.0920299999999998,True
AMUDUJ_FSR,0.45653699999999997,1.406759,0.9502219999999999,True
AMULAX_FSR,0.659466,1.275758,0.6162920000000001,False
AMULEB_FSR,2.622639,2.300891,-0.321748,False
AMULOK_FSR,1.711159,1.398625,-0.31253400000000003,True
AMUPOP_FSR,2.982527,1.96986,-1.012667,True
ANABAT_FSR,2.593891,2.4756080000000003,-0.118283,True
ANABIB_FSR,2.502831,2.30043,-0.202401,False
ANABOH_FSR,2.599678,2.372561,-0.227117,True
ANABUN_FSR,2.612849,2.237245,-0.375604,True
ANAFAY_FSR,2.896795,2.418168,-0.478627,False
ANAGAZ_FSR,2.693466,2.240034,-0.45343199999999995,False
ANAGUS_FSR,1.163582,0.76547,-0.39811199999999997,False
ANAMOT_FSR,1.8020779999999998,4.046653,2.244575,False
ANAWIX_FSR,3.334104,0.9732280000000001,-2.3608759999999998,False
ANAYUL_FSR,3.117852,2.630897,-0.486955,True
ANAZAS_FSR,2.990565,2.930778,-0.059787,False
ANAZEW_FSR,2.884338,2.8145599999999997,-0.06977799999999999,True
ANEDON_FSR,3.6381379999999996,2.4157580000000003,-1.22238,False
ANEHOS_FSR,3.4154949999999995,2.1721209999999997,-1.243374,True
ANEPUG_FSR,0.692858,2.450841,1.757983,False
ANEQAN_FSR,1.2129020000000001,2.5768400000000002,1.3639379999999999,False
ANEQUH_FSR,2.537012,2.283338,-0.25367399999999996,False
ANESES_FSR,2.1106849999999997,3.079287,0.9686020000000001,False
ANIDEH_FSR,0.43417,1.848501,1.414331,False
ANIDEI_FSR,1.402245,2.382422,0.9801770000000001,True
ANIQOE_FSR,0.945348,1.351909,0.406561,False
ANIYUS_FSR,1.00248,0.311682,-0.6907979999999999,True
ANODEN_FSR,2.130521,1.2369139999999998,-0.8936069999999999,False
ANODIR_FSR,2.1393880000000003,1.8862459999999999,-0.25314200000000003,False
ANOPID_FSR,3.735257,2.322701,-1.412556,True
ANOROL_FSR,2.831784,2.3275650000000003,-0.504219,False
APANAI_FSR,3.9320730000000004,3.94719,0.015116999999999998,True
APASAN_FSR,0.078311,1.875603,1.797292,False
APAXEV_FSR,2.699536,2.882894,0.183358,True
APAXOF_FSR,3.201514,2.444187,-0.7573270000000001,True
APAYEW_FSR,2.931811,2.494107,-0.437704,True
APAYUM_FSR,2.246909,1.5348389999999998,-0.71207,True
APEBEE_FSR,2.393992,2.5360169999999997,0.142025,False
APEREU_FSR,1.830064,3.085673,1.255609,False
APETAS_FSR,2.804737,2.3697619999999997,-0.434975,False
APINAP01_FSR,0.21336,1.667041,1.453681,True
APIROH_FSR,3.570914,2.419115,-1.151799,False
APIXIH_FSR,2.302076,2.321643,0.019566999999999998,False
APOKAS_FSR,3.056489,2.140166,-0.916323,False
APOLAU_FSR,0.866179,1.9188610000000001,1.052682,False
APOMID_FSR,0.471438,2.4033599999999997,1.9319220000000001,False
APONAW_FSR,0.428204,2.131601,1.703397,False
APONIE_FSR,0.489134,2.329392,1.8402580000000002,False
APORUS_FSR,3.539992,3.187364,-0.352628,False
APUVIS_FSR,3.2142310000000003,0.588824,-2.625407,True
AQANOW_FSR,3.081039,2.929281,-0.151758,False
AQAPOZ_FSR,1.51013,2.2527060000000003,0.742576,False
AQATAN_FSR,2.36596,1.148033,-1.217927,False
AQAVUJ_FSR,2.763619,3.4834519999999998,0.719833,False
AQAWAQ_FSR,2.54389,3.44476,0.9008700000000001,False
AQAZUN_FSR,0.55104,2.511257,1.9602169999999999,False
AQEBII_FSR,2.981586,2.953562,-0.028024,False
AQEFUZ_FSR,2.380036,2.612876,0.23284000000000002,False
AQEGAG_FSR,2.398405,2.910885,0.51248,True
AQEGEK_FSR,2.504464,2.41455,-0.089914,True
AQEGUA_FSR,2.385287,2.5370310000000003,0.15174400000000002,True
AQEGUZ_FSR,2.784928,3.660482,0.875554,False
AQEHAG_FSR,2.8232,4.07266,1.24946,True
AQEHAH_FSR,2.450415,2.7439,0.293485,False
AQEKUD_FSR,1.459642,3.2884330000000004,1.828791,True
AQESUK_FSR,4.027287,4.104283000000001,0.07699600000000001,False
AQFSZN_FSR,4.253975,3.236122,-1.0178530000000001,False
AQIBIL_FSR,2.610999,4.4799050000000005,1.8689060000000002,False
AQIDOU_FSR,1.987077,0.957709,-1.029368,False
AQIDUA01_FSR,1.934129,1.0581770000000001,-0.8759520000000001,False
AQIDUA_FSR,1.9632450000000001,0.9366700000000001,-1.026575,False
AQIFEM_FSR,0.527832,1.204857,0.677025,False
AQIFOW_FSR,1.7650279999999998,1.7489169999999998,-0.016111,False
AQIGOX_FSR,0.40716399999999997,1.914854,1.50769,True
AQIGUD_FSR,0.725939,1.1686,0.44266099999999997,False
AQIHAK_FSR,2.145718,2.7562439999999997,0.610526,False
AQIPUM_FSR,2.168446,1.526722,-0.641724,False
AQIQAT_FSR,2.218955,1.62263,-0.596325,True
AQIROJ_FSR,5.160495,2.246254,-2.914241,False
AQOBAL_FSR,1.645584,2.2954950000000003,0.649911,False
AQOFOC_FSR,0.9742959999999999,1.199422,0.22512600000000002,True
AQOFUI_FSR,4.105092,3.3010980000000005,-0.803994,False
AQOHAQ_FSR,4.476705,3.842632,-0.634073,False
