refcode,VBM,CBM,BG
ACUBOP01_FSR,-0.677416,2.325812,3.003228
ACUBOP_FSR,-0.9352790000000001,2.148075,3.083354
ACUFEL_FSR,-0.423407,2.040527,2.463934
ACUFIO01_FSR,0.17763900000000002,3.291728,3.114089
ACUFOU_FSR,-0.32512399999999997,2.815218,3.1403420000000004
ACUFOV_FSR,0.381494,4.716525,4.335031
ACUFUA_FSR,-0.482807,2.345663,2.8284700000000003
ACUFUB_FSR,1.274621,2.872974,1.598353
ACUGAH_FSR,0.078209,3.084012,3.005803
ACUGEL_FSR,-0.319362,3.000395,3.319757
ADABAK_FSR,-0.27169699999999997,0.461207,0.732904
ADABEO_FSR,0.15773800000000002,0.88531,0.7275720000000001
ADABIS_FSR,0.12175699999999999,0.942544,0.820787
ADABUE_FSR,-0.630903,0.07948999999999999,0.710393
ADACUE01_FSR,-0.10266099999999999,3.085868,3.188529
ADACUE_FSR,-0.575652,2.59781,3.173462
ADADEP_FSR,1.09196,2.206959,1.114999
ADAPAX_FSR,-0.7335,2.059543,2.793043
ADAQII_FSR,0.194366,3.12482,2.930454
ADAVEJ01_FSR,-0.262307,3.1564799999999997,3.4187870000000005
ADAVEJ_FSR,-0.263405,3.184802,3.448207
ADAXOV_FSR,0.135774,0.913357,0.7775829999999999
ADEGAU_FSR,1.7779150000000001,2.275384,0.497469
ADEGIA01_FSR,-1.037531,2.3444599999999998,3.381991
ADETEL_FSR,-2.390648,0.541155,2.9318030000000004
ADEZUH_FSR,-0.475308,3.707782,4.18309
ADICIA_FSR,0.777741,1.4938069999999999,0.7160660000000001
ADILIJ01_FSR,0.205175,3.5394769999999998,3.3343019999999997
ADINOT_FSR,0.651386,3.016685,2.3652990000000003
ADIPAH_FSR,-0.298519,2.056818,2.355337
ADIQAH_FSR,-0.8976350000000001,0.0056359999999999995,0.903271
ADIQEL_FSR,0.269864,1.479484,1.20962
ADIQIP_FSR,1.7108419999999998,2.02732,0.31647800000000004
ADIQNI01_FSR,0.090627,1.8645650000000002,1.773938
ADIVUG_FSR,-0.12493,1.9467580000000002,2.071688
ADIZUJ_FSR,-0.738608,2.371759,3.1103669999999997
ADODII_FSR,-1.940233,1.509594,3.4498269999999995
ADODOO_FSR,-1.9784279999999999,1.467136,3.445564
ADODUU_FSR,-1.936997,1.511919,3.4489160000000005
ADOJEJ_FSR,0.02667,2.901755,2.875085
ADOJIN_FSR,0.135961,3.0857099999999997,2.949749
ADOJOT_FSR,-0.255105,2.666861,2.921966
ADOJUZ_FSR,-0.579833,1.867268,2.447101
ADOKAG_FSR,-0.273934,2.546374,2.8203080000000003
ADOKEK_FSR,0.037855,2.651068,2.613213
ADOKOU_FSR,0.703467,2.929792,2.226325
ADOKUA_FSR,0.604112,2.8883229999999998,2.284211
ADOLAH_FSR,0.26355700000000004,2.603742,2.340185
ADOPAN_FSR,0.11919600000000001,2.198488,2.0792919999999997
ADOQOC_FSR,0.9297719999999999,1.305515,0.375743
ADOXUP_FSR,2.0591180000000002,4.887974,2.828856
ADUPOH_FSR,0.180755,0.82358,0.642825
ADUTID03_FSR,0.043138,4.237097,4.1939589999999995
ADUVAX_FSR,0.43881499999999996,1.35471,0.915895
AFADOD_FSR,-0.150807,3.261683,3.41249
AFAHEW_FSR,-0.701202,2.456055,3.157257
AFAKIE_FSR,0.002064,1.5761,1.574036
AFAVOU_FSR,0.345113,3.302517,2.957404
AFAVUA_FSR,-0.697902,3.601414,4.299316
AFAWAF_FSR,-0.248415,0.5015850000000001,0.75
AFEBAQ_FSR,-0.29340900000000003,1.9901349999999998,2.283544
AFECUM_FSR,-0.7012079999999999,2.23033,2.931538
AFEDAR_FSR,0.7369399999999999,1.47615,0.73921
AFEGAV_FSR,-0.5616979999999999,2.695561,3.2572590000000003
AFEHAV_FSR,0.010328,2.690485,2.680157
AFELIH_FSR,1.669482,3.11061,1.441128
AFEYAL02_FSR,0.023681,2.772946,2.7492650000000003
AFEYAL03_FSR,0.011631,2.7476540000000003,2.736023
AFEYOC_FSR,0.257817,0.818779,0.560962
AFEYUI_FSR,0.8583370000000001,3.0270770000000002,2.16874
AFICAU_FSR,1.4921360000000001,3.26209,1.7699540000000002
AFIPUB_FSR,0.642841,3.237466,2.594625
AFIVIX_FSR,-0.351463,2.038147,2.38961
AFOHOT_FSR,0.281441,2.922222,2.640781
AFOJEK01_FSR,0.251515,2.660018,2.408503
AFOJIO_FSR,0.375434,3.534909,3.159475
AFOKOW_FSR,-0.520373,2.304023,2.824396
AFOKUC_FSR,-0.780855,2.030673,2.811528
AFOLIR_FSR,2.461748,2.569383,0.10763500000000016
AFORCD_FSR,-1.7110889999999999,2.889728,4.600817
AFOSIY_FSR,-0.8350989999999999,2.117685,2.952784
AFOZEC_FSR,0.9369,1.400679,0.4637790000000001
AFUDUA_FSR,2.336257,3.6565260000000004,1.320269
AFUJER_FSR,1.334535,1.788558,0.4540230000000001
AFUJOA_FSR,-0.436771,2.353587,2.7903580000000003
AFUKIW_FSR,-1.2442959999999998,1.8430119999999999,3.087308
AFUMCO04_FSR,1.083273,1.529228,0.4459550000000001
AFUQIB_FSR,0.503342,1.414941,0.9115989999999999
AFUQUN_FSR,-0.101213,4.120747,4.221959999999998
AFUXAC_FSR,-0.396543,2.012681,2.409224
AFUYAE_FSR,-0.534558,3.284155,3.818713
AGACIW01_FSR,-0.19225599999999998,2.110255,2.302511
AGALUR_FSR,-0.5540579999999999,4.101687999999999,4.6557460000000015
AGAMED_FSR,-0.68597,5.230969,5.916939
AGARAC_FSR,0.594042,2.8909830000000003,2.296941
AGEDIC_FSR,-3.3281620000000003,-0.253056,3.0751060000000003
AGEWOZ_FSR,-0.20091199999999998,3.222697,3.4236090000000003
AGEZUJ_FSR,0.363553,2.718117,2.354564
AGIFIH_FSR,-0.626865,2.546481,3.173346
AGIJAD_FSR,0.383162,0.575922,0.19276000000000004
AGIJUW_FSR,0.53785,1.444136,0.906286
AGIKAD_FSR,0.611355,1.530584,0.9192290000000001
AGIMIN_FSR,-0.24025,3.046227,3.2864769999999996
AGMTHY_FSR,0.962958,3.7421,2.779142
AGOJOX_FSR,-0.9527959999999999,2.1983639999999998,3.15116
AGONIT_FSR,0.09742999999999999,2.98794,2.89051
AGOWID_FSR,-0.16988,2.6792860000000003,2.849166
AGOXAX_FSR,0.16861500000000001,1.137413,0.9687979999999999
AGOZED01_FSR,-1.116914,1.296291,2.413205
AGPYNO01_FSR,0.078412,2.58664,2.508228
AGSLFB_FSR,1.462633,3.909357,2.446724
AGUBEK_FSR,-0.22276999999999997,2.3748110000000002,2.597581
AGULIY_FSR,0.9100860000000001,1.485622,0.5755359999999999
AGULOE_FSR,0.799955,1.560086,0.7601310000000001
AGUMUL_FSR,2.367619,3.0915369999999998,0.7239180000000003
AGUSUR_FSR,-0.341641,2.4154009999999997,2.7570419999999998
AGUTEC_FSR,-0.552543,0.413415,0.965958
AGUWEG01_FSR,0.074474,1.572546,1.4980719999999998
AGUYEG_FSR,1.554756,2.68575,1.130994
AHADUI_FSR,-0.137679,1.9581240000000002,2.095803
AHAHIB_FSR,-0.19166,2.9853650000000003,3.177025
AHAJUP_FSR,-0.21609899999999999,3.821639,4.037738
AHAKAW_FSR,0.630107,4.4043849999999996,3.7742780000000007
AHALEB02_FSR,0.653173,3.544051,2.890878
AHAMIG_FSR,1.274145,2.744475,1.47033
AHANAZ_FSR,-0.8595870000000001,2.7949490000000003,3.6545360000000002
AHAVOV_FSR,-0.9276260000000001,1.239819,2.1674450000000003
AHAWIQ_FSR,-0.10194500000000001,2.43204,2.5339850000000004
AHAWUC_FSR,0.66135,1.279116,0.6177659999999999
AHAXAJ_FSR,0.9899120000000001,1.3830930000000001,0.3931809999999999
AHAXOX_FSR,1.5163209999999998,2.2972029999999997,0.7808820000000001
AHAYAK_FSR,-0.220914,2.2168069999999997,2.437721
AHEBOE_FSR,-0.101671,3.5876989999999997,3.68937
AHEGIF_FSR,-0.10700699999999999,0.00023199999999999997,0.10723900000000001
AHEMOQ_FSR,0.262182,2.7510939999999997,2.488912
AHEPAG_FSR,0.5753159999999999,3.0882560000000003,2.51294
AHEPEK_FSR,0.862309,3.423366,2.561057
AHERUC_FSR,0.4519,3.015444,2.563544
AHIJOQ01_FSR,1.372695,5.4882919999999995,4.115597
AHISAN_FSR,-0.169228,1.8445209999999999,2.013749
AHISER_FSR,-0.057013999999999995,3.2804279999999997,3.337442
AHIZUN_FSR,0.430017,3.3429580000000003,2.912941
AHOBAB_FSR,1.991702,3.642354,1.650652
AHOJOX_FSR,0.666877,3.224812,2.557935
AHOKAK_FSR,0.664574,3.2204189999999997,2.555845
AHOMOB01_FSR,-1.6588060000000002,-0.759968,0.8988379999999999
AHONUG_FSR,-0.917112,2.146504,3.063616
AHOVID01_FSR,2.805222,3.031024,0.22580199999999984
AHUHIV_FSR,0.251963,2.934308,2.682345
AHUVOP_FSR,1.5688469999999999,2.685453,1.1166059999999998
AHUXAD_FSR,0.139507,2.6099669999999997,2.4704599999999997
AHXCUD10_FSR,-0.08594199999999999,0.7656649999999999,0.851607
AJABIX01_FSR,0.34076799999999996,2.90921,2.568442
AJABOD_FSR,0.637375,2.6978590000000002,2.060484
AJAHAV_FSR,0.5381729999999999,2.875005,2.336832
AJAHEZ_FSR,-0.348636,1.880901,2.229537
AJAQUY_FSR,-0.134372,3.117149,3.251521
AJASIO_FSR,-0.431227,2.653007,3.0842340000000004
AJAXOY_FSR,0.770684,1.7573029999999998,0.986619
AJERUC_FSR,0.6392369999999999,4.0993129999999995,3.4600760000000004
AJESAJ01_FSR,0.8357209999999999,1.049996,0.21427499999999988
AJESAJ_FSR,0.8934719999999999,1.1251,0.23162799999999995
AJEWUH_FSR,0.664687,1.850738,1.186051
AJIFAB_FSR,-1.0948579999999999,3.3416989999999998,4.4365570000000005
AJIFEF_FSR,0.722461,3.696289,2.9738279999999997
AJIFIJ_FSR,-0.45056999999999997,3.816879,4.267449
AJIGIK_FSR,-0.046722,4.096578,4.1433
AJIHUX_FSR,0.09196499999999999,3.4350059999999996,3.3430410000000004
AJIJEI01_FSR,-0.347902,2.45086,2.798762
AJIJEI_FSR,-0.302262,2.5945560000000003,2.896818
AJIJIN_FSR,0.21750100000000003,1.858275,1.6407740000000002
AJILIP_FSR,0.5852310000000001,2.1854009999999997,1.6001700000000003
AJIMEN_FSR,-1.1731559999999999,0.7957350000000001,1.968891
AJIPIT_FSR,-0.702598,2.42582,3.128418
AJIPUF_FSR,1.906089,3.796035,1.889946
AJIQER_FSR,0.821945,1.997475,1.1755299999999995
AJIQIU_FSR,-0.004842,1.587863,1.592705
AJIRAM01_FSR,0.7279869999999999,1.4042379999999999,0.676251
AJOFAI_FSR,-0.100607,1.306826,1.4074330000000002
AJOSUN01_FSR,0.65495,2.849015,2.194065
AJOTUQ_FSR,1.3959840000000001,1.760002,0.3640180000000002
AJUKOH_FSR,0.90909,2.609397,1.700307
AKAGIE_FSR,-1.0965209999999999,3.7953589999999995,4.8918800000000005
AKAPUX_FSR,1.376763,2.451422,1.074659
AKAQAE_FSR,1.4718879999999999,2.484972,1.013084
AKAQEI_FSR,1.962257,3.06825,1.105993
AKAREJ01_FSR,0.9743370000000001,2.1033150000000003,1.1289779999999998
AKAROT01_FSR,0.8825709999999999,1.6909459999999998,0.8083750000000001
AKAROT_FSR,0.881458,1.557121,0.675663
AKAYER_FSR,-0.7077289999999999,-0.012317,0.695412
AKAZOD_FSR,-0.41907,0.877503,1.296573
AKEBUP_FSR,0.333379,2.860084,2.5267049999999998
AKECAW_FSR,0.112436,2.356281,2.243845
AKECOK_FSR,-0.049968,2.736586,2.786554
AKEGIH_FSR,1.344532,3.3019410000000002,1.957409
AKEGON_FSR,1.0787639999999998,2.2820720000000003,1.2033079999999998
AKEGUT_FSR,-0.19705799999999998,2.027171,2.224229
AKESIS_FSR,1.499439,3.157332,1.6578929999999998
AKIMUD_FSR,1.0791819999999999,3.435549,2.356367
AKINIS_FSR,0.608807,2.765719,2.156912
AKIQIU01_FSR,1.551228,2.656532,1.1053039999999998
AKIZAX_FSR,-0.6290819999999999,2.506328,3.13541
AKIZEB_FSR,-0.48572,2.5186189999999997,3.0043390000000003
AKUHOD01_FSR,-0.88807,3.6037790000000003,4.491849
AKUWIO_FSR,0.982459,2.1213759999999997,1.1389170000000002
AKUWOU_FSR,0.071822,2.48888,2.4170580000000004
ALAGIF_FSR,0.746474,3.109357,2.362883
ALAJEE_FSR,-0.283494,0.617575,0.901069
ALATAK_FSR,-0.236217,1.141844,1.3780610000000002
ALEQIS_FSR,0.455078,3.755728,3.30065
ALIDAB_FSR,0.919507,1.8521439999999998,0.932637
ALIDIJ_FSR,0.752622,1.610309,0.8576870000000001
ALIDUU_FSR,1.01712,2.90448,1.88736
ALIDUV01_FSR,1.302142,1.81805,0.515908
ALIFOR01_FSR,0.865914,2.325351,1.459437
ALIGOS_FSR,-0.43559499999999995,1.835584,2.271179
ALIHIN_FSR,0.084553,2.168903,2.08435
ALIJAH_FSR,-0.212542,1.740329,1.952871
ALILIS_FSR,-0.629636,2.144494,2.77413
ALILOY_FSR,-0.5341600000000001,1.855009,2.389169
ALILUE_FSR,-0.803696,2.369805,3.173501
ALIMAL_FSR,-0.814763,1.948681,2.763444
ALIMEP_FSR,-0.103833,2.930283,3.034116
ALIMIT_FSR,-0.763898,2.337088,3.1009860000000002
ALIRES_FSR,0.901684,2.7636220000000002,1.861938
ALITUL_FSR,0.6577149999999999,3.4184069999999998,2.7606919999999997
ALIVEX_FSR,-0.589079,2.2166959999999998,2.805775
ALIVOH_FSR,-0.129606,2.843185,2.972791
ALIVUN_FSR,0.009319,3.182877,3.1735580000000003
ALOJOA_FSR,-0.169431,2.500032,2.669463
ALOVON_FSR,1.7246119999999998,3.4574260000000003,1.732814
ALOVUT_FSR,2.135541,3.179585,1.044044
ALOWAA_FSR,2.469431,3.7618489999999998,1.292418
ALUJUN_FSR,-0.9709180000000001,2.236509,3.207427
ALUKAU_FSR,-0.93532,2.237343,3.172663
ALUPUS01_FSR,-0.393486,1.7654299999999998,2.158916
ALUPUS02_FSR,-0.37104899999999996,1.7991279999999998,2.170177
AMACOI_FSR,-0.259488,0.608298,0.8677860000000001
AMAFIE_FSR,-0.323363,2.389093,2.712456
AMAJUU_FSR,0.595579,3.177643,2.5820640000000004
AMANEJ_FSR,0.503487,1.0919370000000002,0.5884499999999999
AMAQAG02_FSR,0.01152,0.9167549999999999,0.905235
AMAZEV_FSR,-0.369615,2.476356,2.845971
AMBRCD_FSR,1.188599,2.712924,1.5243250000000002
AMBZAG10_FSR,0.744169,3.1560479999999997,2.4118790000000003
AMEQOZ_FSR,-0.2069,3.637697,3.844597
AMEVIX_FSR,0.9969950000000001,1.836368,0.8393729999999999
AMIHOV01_FSR,1.4342780000000002,2.5570619999999997,1.1227840000000002
AMIJAJ_FSR,1.900278,2.274882,0.374604
AMIKEN_FSR,-0.41197700000000004,1.597895,2.009872
AMIKIR_FSR,-0.37000700000000003,2.601787,2.971794
AMIMUE_FSR,0.125948,2.416943,2.290995
AMINEP_FSR,-0.49943999999999994,2.686552,3.185992
AMINUF_FSR,-0.696542,0.167069,0.863611
AMIPUJ_FSR,0.474919,1.374191,0.899272
AMIQAO_FSR,1.0519459999999998,3.0924,2.040454
AMIXIE_FSR,0.022473,2.867023,2.84455
AMIXOK_FSR,-0.1247,2.756567,2.881267
AMIYEB01_FSR,-0.93291,2.122118,3.055028
AMIYIF_FSR,-0.982419,1.117949,2.100368
AMOROK_FSR,-0.243488,5.292634,5.536122
AMORUQ_FSR,-0.301649,5.19983,5.501479000000002
AMOYIL_FSR,-0.195828,1.727186,1.923014
AMOYOR_FSR,-0.784231,0.685796,1.470027
AMOZAE_FSR,-0.28697,2.8514470000000003,3.138417
AMOZEI_FSR,-0.599158,2.5481830000000003,3.147341
AMOZIM_FSR,-0.065428,3.011765,3.077193
AMOZOS_FSR,-0.284698,2.670424,2.955122
AMUCOB_FSR,-1.0920299999999998,3.364154,4.4561839999999995
AMUDUJ_FSR,0.9502219999999999,1.406759,0.4565370000000001
AMULAX_FSR,0.6162920000000001,1.275758,0.659466
AMULEB_FSR,-0.321748,2.300891,2.622639
AMULOK_FSR,-0.312535,1.3986370000000001,1.7111720000000001
ANABAT_FSR,-0.118552,2.475884,2.5944360000000004
ANABIB_FSR,-0.202354,2.3004439999999997,2.5027980000000003
ANABOH_FSR,-0.22711900000000002,2.37256,2.599679
ANABUN_FSR,-0.375592,2.237248,2.6128400000000003
ANAFAY_FSR,-0.478779,2.4180080000000004,2.896787
ANAGAZ_FSR,-0.45331899999999997,2.240024,2.693343
ANAMOT_FSR,2.2455,4.047157,1.8016570000000005
ANAYUL_FSR,-0.486955,2.630897,3.117852
ANAZAS_FSR,-0.059787,2.930778,2.990565
ANAZEW_FSR,-0.06977799999999999,2.8145599999999997,2.884338
ANEPUG_FSR,1.757983,2.450841,0.692858
ANEQAN_FSR,1.3639379999999999,2.5768400000000002,1.2129019999999997
ANEQUH_FSR,-0.25367399999999996,2.283338,2.5370120000000003
ANESES_FSR,0.967409,3.079422,2.112013
ANIDEH_FSR,1.414331,1.848501,0.43417
ANIDEI_FSR,0.9801770000000001,2.382422,1.4022450000000002
ANIQOE_FSR,0.406561,1.351909,0.945348
ANIYUS_FSR,-0.6907979999999999,0.311682,1.00248
ANODEN_FSR,-0.893616,1.236879,2.1304950000000002
ANODIR_FSR,-0.253143,1.886052,2.139195
ANOPID_FSR,-1.412576,2.322618,3.7351940000000003
ANOROL_FSR,-0.504219,2.3275650000000003,2.831784
APANAI_FSR,0.015074,3.9470389999999997,3.931965
APASAN_FSR,1.797292,1.875603,0.07831100000000002
APAXEV_FSR,0.183358,2.882894,2.699536
APAXOF_FSR,-0.757329,2.444155,3.201484
APAYEW_FSR,-0.437704,2.494107,2.931811
APAYUM_FSR,-0.71207,1.5348389999999998,2.246909
APEBEE_FSR,0.141034,2.535167,2.394133
APEREU_FSR,1.255609,3.085673,1.830064
APETAS_FSR,-0.434867,2.3698330000000003,2.8047
APINAP01_FSR,1.45138,1.6667599999999998,0.21538000000000013
APIROH_FSR,-1.151799,2.419115,3.570914
APIXIH_FSR,0.019566999999999998,2.321643,2.302076
APOKAS_FSR,-0.9164459999999999,2.14037,3.056816
APOLAU_FSR,1.0522989999999999,1.9189040000000002,0.8666049999999998
APOMID_FSR,1.9319220000000001,2.4033599999999997,0.4714380000000002
APONAW_FSR,1.703397,2.131601,0.4282039999999998
APONIE_FSR,1.8402580000000002,2.329392,0.489134
APORUS_FSR,-0.352497,3.187363,3.53986
AQANOW01_FSR,-0.149765,2.929895,3.07966
AQAPOZ_FSR,0.7068,2.184262,1.477462
AQATAN_FSR,-1.217965,1.1482450000000002,2.36621
AQAVUJ_FSR,0.719833,3.4834519999999998,2.7636190000000003
AQAWAQ01_FSR,0.894302,3.4418949999999997,2.547593
AQAZUN_FSR,1.9602169999999999,2.511257,0.55104
AQEBII_FSR,-0.028024,2.953562,2.981586
AQEFUZ_FSR,0.23291900000000001,2.6128400000000003,2.379921
AQEGAG_FSR,0.5125,2.910918,2.3984180000000004
AQEGEK_FSR,-0.089917,2.414545,2.504462
AQEGUA_FSR,0.15174400000000002,2.5370310000000003,2.385287
AQEGUZ_FSR,0.8755459999999999,3.6605230000000004,2.784977
AQEHAG_FSR,1.24946,4.07266,2.8232
AQEHAH_FSR,0.293485,2.7439,2.450415
AQEKUD_FSR,1.828913,3.2885050000000002,1.4595919999999998
AQESUK_FSR,0.07699600000000001,4.104283000000001,4.0272869999999985
AQFSZN_FSR,-1.0178530000000001,3.236122,4.253975
AQIBIL_FSR,1.8689060000000002,4.4799050000000005,2.610999
AQIDOU_FSR,-1.029368,0.957709,1.987077
AQIDUA01_FSR,-0.8759520000000001,1.0581770000000001,1.934129
AQIDUA_FSR,-1.026575,0.9366700000000001,1.963245
AQIFEM_FSR,0.677025,1.204857,0.5278320000000001
AQIFOW_FSR,-0.016111,1.7489169999999998,1.7650279999999998
AQIGUD_FSR,0.44266099999999997,1.1686,0.7259390000000001
AQIPUM_FSR,-0.6416890000000001,1.526646,2.168335
AQIQAT_FSR,-0.59642,1.62255,2.21897
AQIROJ_FSR,-2.91416,2.246044,5.160204
AQOBAL_FSR,0.649628,2.2956060000000003,1.645978
AQOFOC_FSR,0.22512600000000002,1.199422,0.9742959999999999
AQOFUI_FSR,-0.803994,3.3010980000000005,4.105092
AQOHAQ_FSR,-0.634073,3.842632,4.476705
AQOHOD_FSR,0.29080100000000003,1.118727,0.827926
AQOJUL01_FSR,-0.460471,2.722925,3.183396
AQOROP_FSR,0.20002999999999999,2.706095,2.506065
AQOWIN_FSR,-0.635484,3.150511,3.785995
AQOWOT_FSR,-0.404762,3.023699,3.428461
AQOWUZ_FSR,-0.8773219999999999,2.6846959999999997,3.562018
AQOXAG_FSR,0.689537,1.805724,1.116187
AQOXEK_FSR,0.843937,3.8888769999999995,3.04494
AQUKOO_FSR,1.292781,1.646653,0.353872
AQUQAF_FSR,0.02482,2.689167,2.6643470000000002
AQUQUZ_FSR,1.589616,2.5711,0.981484
AQUWAM_FSR,0.465501,1.225518,0.7600170000000002
AQUZAP_FSR,0.21119699999999997,2.046073,1.834876
AQUZUI_FSR,0.855015,1.552435,0.6974199999999999
ARACED_FSR,1.0451549999999998,2.696478,1.651323
ARAJUA01_FSR,0.275049,1.146792,0.871743
ARATIY_FSR,0.737946,1.511314,0.773368
AREGAH_FSR,-0.38821300000000003,2.4236150000000003,2.811828
AREQUJ_FSR,-0.213628,2.854648,3.068276
AREWOL_FSR,-0.236222,-0.077152,0.15907000000000002
ARINEV_FSR,0.57857,2.198137,1.619567
ARIPAT_FSR,1.404179,3.618718,2.214539
ARIRUQ_FSR,0.298055,2.148313,1.8502580000000002
ARISAX_FSR,-0.21059299999999997,1.887473,2.098066
AROBAK_FSR,-0.522787,3.117571,3.640358
ARODUH_FSR,1.0316530000000002,3.503164,2.471511
ARONAY_FSR,2.1894240000000003,3.540451,1.3510270000000002
AROTAD_FSR,0.524721,1.450931,0.9262100000000001
AROTEG_FSR,-0.399314,2.36685,2.766164
AROTEH_FSR,0.376944,1.2713079999999999,0.8943640000000002
AROTOQ_FSR,-1.096509,2.272584,3.3690930000000003
ARUBIA_FSR,1.206579,1.922504,0.7159249999999999
ARUTAK_FSR,-1.421308,1.358933,2.780241
ARUTEO_FSR,-0.424329,0.30906999999999996,0.733399
ARUYIX_FSR,0.395598,2.438996,2.043398
ASACAZ_FSR,2.524953,2.968313,0.4433600000000002
ASACIH_FSR,-0.9093110000000001,2.3269290000000002,3.23624
ASACUT_FSR,-0.561822,2.212206,2.7740280000000004
ASAFEF_FSR,-2.077301,-0.000752,2.076549
ASAGOS_FSR,0.9670770000000001,1.707584,0.740507
ASAJUZ_FSR,-0.749604,1.069295,1.8188990000000003
ASAKAG_FSR,0.8882110000000001,2.4883509999999998,1.60014
ASAKUA_FSR,0.681829,0.6834359999999999,0.001607000000000025
ASALIP_FSR,-0.229265,2.873654,3.102919
ASAMEO_FSR,0.33161599999999997,2.386,2.054384
ASATUK_FSR,-0.058621000000000006,2.564429,2.62305
ASAWAT_FSR,-0.180328,2.790837,2.971165
ASAXID_FSR,0.597073,2.053275,1.4562020000000002
ASAYOJ_FSR,-0.542307,2.3833450000000003,2.925652
ASEBAD_FSR,-0.247617,1.3529,1.600517
ASEFUZ_FSR,0.012675,2.158277,2.1456020000000002
ASEJIT_FSR,-0.811913,2.420466,3.232379
ASEJOZ01_FSR,-0.8398200000000001,2.221346,3.061166
ASEJOZ_FSR,-0.8287110000000001,2.233981,3.0626919999999997
ASELAN_FSR,0.066183,2.921885,2.855702
