,DFT,ML
NARTOR_FSR,3.179101,3.0216121671197413
EJOPID_FSR,2.9420580000000003,3.047216971748014
FADZIW_FSR,3.071905,2.3473759863286574
YEBBEN_FSR,2.85755,2.687874808796522
QUPXUW_FSR,2.406905,1.2263911933727059
FITTEH_FSR,1.483507,1.7266995927034543
OXIXIE_FSR,2.380579,2.9601411989744406
AQANOW_FSR,3.081039,2.6487353880876867
BUXKIQ_FSR,0.17788199999999998,1.0107820050030227
SAYWUN_FSR,0.8828309999999999,0.6869681266391297
UFOMIO_FSR,2.273086,2.035303914411827
HEHBAZ01_FSR,3.183969,3.066610786677785
SINKIL_FSR,2.433613,3.314554230958862
BOJMIY_FSR,2.966322,2.919156668846256
NAWXOZ_FSR,3.731713,3.500615709128681
ACOVEU_FSR,0.441175,0.8780763213526086
FOPVUC_FSR,2.539298,2.6150145545848886
SEYVAU_FSR,3.394242,2.685231306190218
QUQHAM01_FSR,0.395394,0.8530617791955706
YOZGUR_FSR,2.989402,2.6255227106689176
MAYWOB_FSR,3.986479,2.9473000673355045
ALATAK_FSR,1.378061,2.9417154468726494
IPAYON_FSR,2.582396,2.480247757414361
YIXKEV_FSR,0.753703,1.2051976356383136
RAVJUV_FSR,3.029568,2.948060211466867
IBOPOH_FSR,1.7302080000000002,2.4271011090437185
DACWAG_FSR,2.9735080000000003,2.6707093747785393
HAFDEA01_FSR,1.321417,1.4933399200357655
COCYUP_FSR,0.902607,0.7716904294444475
WEMRAI_FSR,3.018011,2.6628277466845134
RUQBOW01_FSR,2.477377,2.965892229465311
IROQAI_FSR,4.557531,3.5905589734016985
KIJYIM_FSR,1.447208,2.0803434309304123
ALOWAA_FSR,1.292418,1.3866552421610976
KAXTEK_FSR,2.87538,2.807106482136021
KIXTIW_FSR,0.8500780000000001,2.2426936199653085
VUSNUT_FSR,0.020075,0.7988082397617973
HUKSEM_FSR,3.285138,2.9061640092145353
COHPEU01_FSR,4.4391620000000005,3.358427229916515
PIHKUN_FSR,2.709171,2.7140678269834098
EVINAA_FSR,2.228575,3.4428940963476578
AFICAU_FSR,1.769954,2.0781845387988085
NIHNAV_FSR,2.010587,2.6506093308950938
UJUFIO_FSR,2.2293830000000003,2.159573608712236
OKUWOI_FSR,3.660507,3.072947712395404
WUVYOC_FSR,0.795258,0.7965183035557573
SOQDAE_FSR,2.38715,2.9054490055736437
NIRROX_FSR,0.857585,1.0633340894758305
POCNUR_FSR,3.43857,2.6725958879264624
RUHVEX_FSR,2.504079,2.686255179988791
MEHFOX_FSR,0.956418,2.2219339541885006
COJRUP_FSR,2.79215,2.7735947583171594
NICCIN_FSR,2.984386,2.7030415349705663
ACUGEL_FSR,3.319757,2.763135847814681
HUTWUQ_FSR,0.204251,0.7184920682501854
BUKXUC_FSR,3.807843,3.4776575298993464
KIRVEP_FSR,2.562719,2.493100468792676
GUQXAR_FSR,0.7372340000000001,1.588816591100283
JOJJEY_FSR,3.814887,2.8792079906737627
JAQQEA_FSR,2.626608,2.452004300659013
OPUYAA_FSR,0.7887689999999999,0.9269655238356904
JOBKAP_FSR,0.99798,0.7499111659302855
SEQWET_FSR,0.523275,0.7252234861358033
AWEPIC_FSR,2.01922,2.9200363891960706
GEWJIE_FSR,1.584262,1.2698112446326775
FONYOY_FSR,1.975672,1.3375097829074605
NIRDAU_FSR,4.018339,2.8644675962162864
YEVGAI_FSR,1.0619610000000002,1.1226615917596519
OFERUN03_FSR,4.379815,3.6314557561793777
NOMGAZ_FSR,1.005059,1.1409381103342469
XUKXEH_FSR,0.423859,0.6328680569563119
WUZWAQ_FSR,1.93821,2.3958083187891646
ILULUW_FSR,1.974789,2.2269733534677414
ACISIQ_FSR,0.7852140000000001,1.3354497230623963
FIMJOC_FSR,2.27158,2.6598832794053635
IPUWAR_FSR,3.0127650000000004,2.6202355672845385
IZAHIA_FSR,2.346841,2.458382621349898
TOPTID_FSR,1.513657,1.629219360977153
FELXEA_FSR,3.859051,3.688407563037316
RUWXOX_FSR,3.2174240000000003,2.9694280077876556
TACSIB_FSR,4.6058580000000005,3.4381870962352252
YEMNUA_FSR,3.341827,2.8836623501629504
VIXBEK_FSR,1.009693,1.2585629622461454
KUCXUC_FSR,1.240739,1.1356459699954655
YORYUA_FSR,2.883767,2.7339103772617364
QEYDOO_FSR,1.496746,1.3522483826410507
OFOJEZ_FSR,2.998612,2.611722056207327
RATGIF01_FSR,0.7303890000000001,0.20235223006648084
UCOCAR_FSR,4.76296,3.6153290076560722
FAHHUT_FSR,2.234645,2.217435444090171
BIFFAY_FSR,2.696171,2.2329065601206253
ARODOB_FSR,2.724475,2.317428100011284
CEKVUL_FSR,2.936477,3.018276271545915
DEHXEU01_FSR,2.896493,2.9048501171926944
YICQUX_FSR,2.282605,2.429696381560092
REQSEO_FSR,3.085096,3.306465517682227
RAMJEV_FSR,2.1179810000000003,1.8434386679280692
CEGPOU_FSR,4.424631,3.230519811098219
MIZLAJ_FSR,2.178621,2.263635036179096
NILNON_FSR,3.159289,2.808048242636886
EDAMOM_FSR,3.0713,2.829087572607307
JIMHAR_FSR,2.661586,2.615222093496641
VIRJOW_FSR,1.185866,2.840556667813047
QOXFEO01_FSR,0.061588,-0.15657904773527775
NIYVAU_FSR,0.768659,0.6034079911847243
GIMHOA_FSR,0.983311,1.8231762107656948
ROJQAK_FSR,3.958134,3.2009458389937038
PEYTOE_FSR,1.091576,2.2987273886222113
OWAWIT_FSR,0.497771,0.3098438058576676
HAJLOV_FSR,2.708531,1.8796211038519743
LOFDIW_FSR,2.653759,3.016177584934411
OJALAO_FSR,3.625796,2.6032902279008283
HEVWUB_FSR,3.426744,2.9794320971068515
TEXXOL_FSR,3.145593,2.616501445248076
MICDIL_FSR,0.729946,1.304109878489868
PAYDOK_FSR,2.2305080000000004,2.889758119305725
TIVZOO_FSR,1.073652,1.0193399976559192
XAJLUR_FSR,2.85665,2.7286016217989584
GABCOE_FSR,1.532917,2.218945126617939
LEKPEZ_FSR,2.116972,2.1208578933552467
HOFZAD_FSR,1.03323,1.8751226260802838
ADUVAX_FSR,0.91577,0.37002462040257456
JAGPOX01_FSR,2.361185,2.489444079495968
TAKREF_FSR,4.05397,3.137008079861033
NEYQUG_FSR,2.806377,2.572128909296822
MUWVAD_FSR,2.097782,2.735330711791107
BUTYOG_FSR,2.136464,2.1600914107452525
LECCON_FSR,4.516523,4.224290044740542
GIGVOI_FSR,3.171926,2.9438863109893276
PAPHIZ_FSR,2.805557,2.662062179218367
NIXDIH_FSR,3.501363,3.3033254816942303
MIJSAA_FSR,2.512188,2.057325913463899
OYEJAE_FSR,3.605209,3.6516133471651813
WUXPEK_FSR,3.3862650000000003,2.96494713635596
AKECAW_FSR,2.243856,2.3514639948556635
PALZEI01_FSR,2.401432,1.776509510903395
PORVAV_FSR,2.41955,2.259958807824205
BUVZOI_FSR,1.085182,2.1750361824175
GEHQIU_FSR,3.278224,3.2573672598884684
PIHJOH03_FSR,0.408039,0.896340416469684
OMIQOS_FSR,2.627501,2.505918182830687
LOLQOS_FSR,0.679351,1.0402001705614339
COWVIU_FSR,0.934888,1.995718488064682
VIWXOQ_FSR,1.823838,2.459573653413827
IBASUB_FSR,0.935073,1.102097014617101
QEBGAH_FSR,1.025342,0.8846959461307762
OFUWUJ_FSR,3.215402,3.198612730484456
YEMTIT_FSR,5.011314,3.439471196878401
FAVZEJ_FSR,2.890181,2.560573080026103
JACJIH_FSR,2.98813,2.036739507852417
KOQDEB_FSR,1.6265379999999998,2.1553839273818483
EBITAM_FSR,1.871764,2.687786938488898
BADLUQ_FSR,2.107224,2.313668140741953
SISLOY_FSR,1.500136,1.1696242461491693
EGUHOD02_FSR,2.3118950000000003,2.7770981757647633
FIBKOR_FSR,2.647997,2.8932580183680443
BOPVEI_FSR,3.3132940000000004,2.9810075331524786
UYEWUS02_FSR,4.3628800000000005,2.7706443012452837
OGAGEL_FSR,3.0798330000000003,2.712751257183726
PIZRIB_FSR,0.872201,1.0495957745279583
GAZSUX_FSR,1.6645759999999998,1.4375813303204552
MIXLAI_FSR,1.291503,2.6761639928236605
DEKZIE_FSR,4.572648,3.2007435891555645
OWAYIW_FSR,2.069169,2.7487422469666285
JOFBIQ_FSR,1.782666,2.092318228084295
OXITEV_FSR,1.824986,2.773307907572388
LICDAD_FSR,2.79182,2.985698693592127
RIGDOC_FSR,1.387244,1.848412755725974
FIXGEZ_FSR,2.6696560000000003,2.4565419881675297
RUFLIN_FSR,2.848895,3.205383235480113
RUKZAZ_FSR,3.072502,2.3376169570498746
HUBSUU_FSR,1.471001,1.1173186643342774
QEZNIU_FSR,2.342084,2.5113235101239297
ESUZEY_FSR,1.825171,2.098975690296399
FIPGOB_FSR,2.277305,2.1491763998024425
LIFCEK_FSR,3.044608,2.755863701286785
PUZJIF_FSR,2.774131,3.3834547536801267
KACZOG_FSR,2.589476,2.3566237759163897
CONXEI01_FSR,0.890165,2.5285143113967763
TUHREV_FSR,2.679381,2.5401857057719326
VUNCOX_FSR,0.190482,2.545904967982665
GUVFIN_FSR,0.931266,1.1793150310971612
BOVHIF_FSR,3.3355690000000005,2.7718121772035147
MUPLAL_FSR,1.021915,1.6289510007703427
XOHPAM_FSR,0.83472,1.183074940681081
BAHZAO_FSR,1.242584,3.4051206009428086
HOXSEU_FSR,3.034928,2.9049646234924467
LARLAT_FSR,3.2308,2.6181830106469732
HAKWUM_FSR,4.568868,3.3631575185227405
DINDUZ_FSR,4.002985,3.777695727509119
HEBNAF_FSR,3.117764,2.3028324269494362
IGEFOP_FSR,2.035962,2.2789636458404914
LAXWAL_FSR,2.853043,2.032348729223088
OFOHAU_FSR,3.007064,2.2835044450052067
FASSID_FSR,2.830593,3.0575075060392294
SESDIE_FSR,2.836474,2.8199225595997177
FIXBUL_FSR,0.830083,1.2496949248824194
ULAFEU_FSR,2.152075,2.360686580413912
FURSES_FSR,0.128388,0.9393829546898189
MULQOA_FSR,3.068436,2.8322897612661677
IVASUU_FSR,2.340044,2.0895773555085952
WUXROY_FSR,3.164508,2.8996770124720115
JIMRAZ_FSR,0.927457,1.006935171283942
GIJDEI_FSR,1.326218,1.2872969895072686
ZICJOM_FSR,0.20784,1.3750076065661574
MIVNUC_FSR,1.67095,2.1135154992960565
YIKMAG_FSR,4.688395,3.483927801792362
LOFGOF_FSR,3.103241,3.107575905465893
VIZDIS_FSR,2.486214,2.346941441295627
LUSGUC_FSR,0.971101,0.9167799019235474
VUVROV_FSR,0.678022,1.3759909190136455
HOJJEX_FSR,1.959461,1.9974593707373458
SIDLAV_FSR,0.660662,1.074047274143453
UGENUP_FSR,0.671999,0.9130719024595351
YEQZEC_FSR,3.1142990000000004,2.722485409617235
MAHTUL_FSR,1.262038,2.3348326625060736
GIBRIV_FSR,0.963199,0.9831484286001171
QUTLAT_FSR,0.366575,0.8793463740171035
QUQGUF_FSR,3.118687,2.4929594368950774
XOTSOP01_FSR,1.597156,1.1949951926196434
PMDSCU20_FSR,1.605743,1.7315628942599517
RAQNUS_FSR,2.907992,2.673444535262064
COBNUE_FSR,0.222451,0.37238148368757606
CILXIE_FSR,0.28357,0.8162559469588473
UFEWOS_FSR,2.109429,1.9091153864774526
LATJEW_FSR,0.115711,0.933348042346438
KEKLEU_FSR,0.5245380000000001,1.5346843585596446
ASATUK_FSR,2.623081,2.6539186474563223
MPPCDC_FSR,3.789904,3.6149508907936365
AFUJER_FSR,0.454014,1.8077257885730091
GASROK_FSR,2.561276,2.557240888070382
USODEN_FSR,3.265329,2.9378057188733777
FIHLEP_FSR,2.944874,2.853885283860791
GUHSOT_FSR,0.690248,1.1904996638817806
GUXCEI_FSR,2.559753,2.250589901313589
OGUHII_FSR,0.763292,0.8617926667765516
NEJSED_FSR,2.969085,3.038900032351478
DEHWOE_FSR,0.726826,0.952129416524059
MADWAQ_FSR,2.074996,1.919764100826626
WUYCAV_FSR,0.3767,1.4876286923553437
BIFYIA_FSR,0.948018,1.123245153826474
FIKKUH_FSR,2.432755,2.77887249720348
MEKBAH_FSR,2.950513,2.8362337408100657
DEFGEB_FSR,3.164015,3.059533063490676
NARLEZ_FSR,2.383767,2.3695249780923575
DOLDUE_FSR,0.057306,2.9806578342956414
AQOBAL_FSR,1.645584,1.7166111687146497
KAJFUY_FSR,0.6972510000000001,1.2069305490337285
MESBAN_FSR,4.816571,4.0819569826962265
CICJEE_FSR,1.978445,2.3158340664704156
YITPUM_FSR,2.876057,2.800034277811193
FUGWUB_FSR,3.0337,2.695528389797744
GACPUX_FSR,2.934917,2.6839639910405992
KARSAY_FSR,0.077331,2.5133854942035327
UHEXAH01_FSR,2.21867,2.4194882637559516
URUFIY_FSR,2.884648,3.0395412697758957
ARINEV_FSR,1.619567,2.3758889874783904
FIMJOC01_FSR,1.987247,2.92419212636824
BAOXAL02_FSR,3.385849,3.7928761508659363
UHEXIP01_FSR,2.156105,2.4283765404974815
QADWUQ_FSR,3.269219,2.9822374881102576
DUKPIJ_FSR,2.481257,2.7898306883489568
BOJLOC_FSR,1.6538529999999998,0.9250606355757043
XOPXIK_FSR,3.262225,2.508737026993586
GASSAX_FSR,3.1430990000000003,3.2140622879744285
GUWCAD_FSR,2.087453,2.2602475504337463
NENDEQ_FSR,2.046984,3.000655794732552
HOZBOP_FSR,2.737437,2.838700037652501
FODSAT_FSR,2.485439,2.931316630152338
CATVID_FSR,1.732645,2.3070102127479117
HOPZES_FSR,2.17428,2.169156455414061
CONWEI_FSR,2.265028,2.431086976243165
OHESIE_FSR,2.264924,2.392131755331391
IDANUY_FSR,3.419398,2.96732640245159
KIBRET_FSR,1.6588060000000002,2.370154960912089
GOGCUB_FSR,2.600029,2.73548034100034
ESODUM_FSR,3.270602,2.958667344044585
XEMBUN_FSR,1.317218,2.318059081139779
COSBIW_FSR,2.038046,2.035787831744088
XOVXIQ_FSR,3.146019,2.467335694106737
ZIYQAB_FSR,2.854508,2.526359746800665
NEBMEP_FSR,2.6662060000000003,2.5936484463176157
BOPZEM_FSR,0.043668,1.179747665765973
NAFGAE_FSR,0.658716,1.007883334504072
YEBPIE_FSR,4.450967,2.7608908400676455
YIMSUK_FSR,3.312345,3.184959555690483
VOTXAF_FSR,2.957251,2.008551210052559
KEBBAW_FSR,1.894379,2.7241056135802353
NOCBOW_FSR,0.8806780000000001,1.2866374852400213
DAWSEB_FSR,1.613653,1.0424208721682078
GAWJAR_FSR,2.426475,2.1453281234817894
QAYLAG_FSR,3.042631,2.6361820050497897
FUZXAA_FSR,1.025856,1.399921894387404
KAWTOT_FSR,2.994231,3.2200336251919737
EXABEL_FSR,2.682445,3.1133635321554607
CBZONC01_FSR,1.745796,1.566748701110157
PIFROM_FSR,0.633396,0.9332286904541434
QEWMAJ_FSR,3.10568,2.8909650483520295
QEKBAK_FSR,0.660705,0.6777460579060062
MIRNOR_FSR,0.874822,1.0009796127201867
DAVQIC_FSR,0.516231,1.7477960339462015
IVAZOU_FSR,2.772279,2.97167672875176
GOBXAX_FSR,0.20142,0.8063735315356269
DAFTEM_FSR,3.080557,2.7557987782067244
NAKQUN_FSR,2.721847,3.326657669887908
KUPTOE_FSR,4.261453,3.0042247973609904
DUBFOW_FSR,2.226043,2.927160060144274
XUNJUM_FSR,2.124814,1.0568746258908845
QAFGAI_FSR,2.869132,2.8108016168814913
QIBKIW_FSR,3.369762,3.3366594060005923
CUGFIV_FSR,0.8556,0.8365610649618986
PAQDES_FSR,3.55712,2.961015067771484
EGATAJ_FSR,0.22727,1.0875843440209678
FURSIV_FSR,1.822611,2.177155904912439
JEXSEL_FSR,1.279845,0.9676902710208992
QOMFEE_FSR,1.914796,1.8723790950882275
KOTDEE_FSR,4.183503,3.9765838008505057
KEYMIM_FSR,0.162077,2.270390507581965
JOJJAU01_FSR,1.939032,0.9966026304347508
KEXPIP_FSR,1.736707,2.303597681340989
BAPMEN_FSR,2.200215,2.09355234842738
OCOKIC_FSR,3.642728,3.762763625818309
ETEVOP_FSR,0.541684,2.3554973048078978
BEGFEZ_FSR,0.735942,1.8146534957143956
IDORID_FSR,1.818379,0.5095698768852799
XIPTIA_FSR,3.3089480000000004,3.319839018137941
WIQGIO_FSR,1.733616,1.9860738090621055
HEWCOD_FSR,3.368635,2.948074213924656
NOTTIB_FSR,2.712235,2.871775128445776
MAFMOY_FSR,3.189162,2.5969939236289576
DIMBIM_FSR,1.3037530000000002,1.494553332565502
ROJNEJ_FSR,0.042710000000000005,1.2765021110610917
UHOMEL_FSR,1.564264,2.448595008806379
XABKET_FSR,1.791411,2.350892612057976
XEDBOZ_FSR,4.586581,4.177665133759348
KIJWIL_FSR,2.388213,2.2721047196234565
IVONUD_FSR,2.217185,2.07022919346565
GIRCER_FSR,3.428386,3.0584689013357718
QIHWUZ_FSR,0.031467,0.42339891412495945
IWOXOH_FSR,3.1557470000000003,3.202848643726668
HUPYUN_FSR,1.686492,1.9545682638219262
NEWZIA_FSR,1.655085,2.9830950083997436
YEGYAM_FSR,1.7178779999999998,0.9637331905077247
TELFIC_FSR,0.579575,1.1414116384777913
KIYMIQ_FSR,2.724056,2.75342719013895
OSOGOU_FSR,1.892334,2.0677784225475477
CEDHEZ_FSR,5.033365,3.0772858623331274
LAZVIT_FSR,3.34363,3.0035741514880385
IGOYUA_FSR,2.776143,2.2016320483851075
NONYOF_FSR,3.1322810000000003,3.1756027218081613
HUJSOV_FSR,4.678629,3.9999746126189564
KAVWOV_FSR,1.110803,1.173452563809434
MAQZIP_FSR,2.248692,1.211433668916868
PEGTUS_FSR,0.973852,1.4528002705017968
RAQFUL_FSR,2.156115,2.1201682811392075
LERDAP_FSR,0.253391,1.4168527517500138
SIKROU_FSR,4.976582,4.196209164705294
WOLLUF_FSR,1.150133,0.8971671665671863
DUGFIW_FSR,2.197741,2.3476875727058086
AFEBAQ_FSR,2.283617,2.685247415121239
FOHCAH_FSR,3.4734550000000004,3.450327378715997
LAYLIH_FSR,0.8433120000000001,1.0510208785973987
WUYRIS_FSR,2.597429,2.1678599305522255
EDURUT_FSR,1.885063,1.4684118524897372
QISJOR_FSR,2.482268,2.7931728284116843
XAZFAF_FSR,2.344125,2.634571177221517
BAXJIV_FSR,3.446675,3.4109689736912685
MUQWUS_FSR,1.152177,2.4446481742634205
XOJJAI_FSR,0.8026800000000001,1.2368727630160095
VUNMOI_FSR,0.226469,1.0681120340023824
AQIDOU_FSR,1.987077,2.7433477604300833
ODIVON_FSR,3.416689,2.592725615459358
GOMTAF_FSR,3.778861,3.676730655422631
SABYAY_FSR,1.000818,1.5177071165154246
LIGXIJ_FSR,2.115108,2.3473791117179132
MOHLUR_FSR,0.795263,0.7920891688244751
VEYXAZ_FSR,1.391721,1.2870736515453274
UFIKAX01_FSR,2.566855,2.9933358263358514
BUSYIY_FSR,1.647468,2.684133775758937
FADXUF_FSR,1.743675,1.895025528025073
MAXZUH_FSR,1.976984,1.9175299836497288
KOYGOU_FSR,2.068455,2.4926076455327575
HIZJEG_FSR,2.576898,2.689887002847371
PEFRAV_FSR,3.327375,2.987224654477785
IDAKAZ_FSR,3.145895,2.934208403686057
OSAXOW_FSR,5.067901,3.616552154667602
EMEFAD_FSR,0.31719899999999995,0.33350714894859834
DELGIM_FSR,1.379967,1.2997570341859586
MEHTAX_FSR,2.917005,2.8215320716269616
IDIGIN_FSR,3.093004,3.0746495743409525
REKNUT_FSR,0.8546540000000001,1.554495985744154
EJOXUY_FSR,2.4408540000000003,2.5345320288815714
GEZVIS_FSR,1.9146490000000005,1.8718342910528065
MOLDIB_FSR,0.17399,0.6259827315968778
NEPRUX_FSR,2.431362,3.1019925519157994
OCULAC_FSR,2.24973,1.9906116028334395
YITZOS_FSR,1.321986,0.9792533848600726
OQIMUY_FSR,2.149523,2.353439966799712
HIQHOF_FSR,3.821653,2.8542924507069074
YOPYIL_FSR,4.782815,3.4796692903112216
MEVBIZ_FSR,2.403548,2.728048073920121
LUHTEO_FSR,4.340106,3.5362623516676592
LIFTOL_FSR,0.573387,1.307329480987363
SIVJAI01_FSR,1.251265,1.1080938625639192
MUQTUO_FSR,0.743492,0.9135537836289132
FAZWOS_FSR,1.686348,1.2191688654403663
ANESES_FSR,2.110685,1.6102495722809067
PIKZAN_FSR,3.679176,3.4390241579656617
SAMTOS_FSR,2.841947,2.417927547222007
TITHUC02_FSR,1.840036,1.1812487671643055
DUZTAV_FSR,2.351798,2.407914819659254
LADKAF_FSR,0.901353,0.8392312829485888
ABACUF01_FSR,0.635073,1.9150406679789
NUVFAM_FSR,3.818778,2.9199288510088195
ZIQCOT_FSR,2.6601,2.7833493002310377
EKIHAI_FSR,1.941077,1.2624707181462327
GAPNIX_FSR,2.130232,1.8327508724423467
PEVLEJ_FSR,2.917954,3.196365952210215
PAXJEG_FSR,3.105999,2.4925252532665354
SUWCEU_FSR,2.959087,2.8171032043381956
UFITUZ_FSR,2.320964,2.1134674607666852
QUMGUC_FSR,1.311299,1.012371184554496
SEYVIC_FSR,4.403206,2.7628074073267044
RORZAZ_FSR,2.168602,2.4946187501774943
LODDOZ_FSR,4.202473,2.6602279643544477
GEQTIH_FSR,3.287581,2.7493443808375275
DEKZAX_FSR,2.034035,2.148846852693339
QEYWUN_FSR,3.915747,3.355457342442591
NUWTAB_FSR,2.970219,3.075760130720681
PECFAH_FSR,2.444954,2.3090718848546317
CUSTOA_FSR,3.090822,2.5108329458485628
ETOFEZ_FSR,2.806167,2.0309521738817864
MUHLAC_FSR,0.923906,1.0363484641629555
JETBOA_FSR,0.048759,1.0395872452721733
UPIYAU_FSR,2.083277,1.0500804315699668
VOKMUE_FSR,0.397411,1.0277172469744187
WAJFEU_FSR,0.23702,0.9840010929926422
PAQFIY_FSR,2.070973,2.1969521616852745
HIVBIA_FSR,0.875668,0.7624298849767257
IHECAB_FSR,2.911395,3.21987352931032
XINKIP_FSR,0.005082,0.6356060006551729
REDSEZ01_FSR,0.901239,1.0902603141761062
ISEQIH_FSR,4.193018,3.2595061356011
GOHCIP_FSR,2.937239,2.485724097254405
ISEMEY_FSR,0.724166,1.9675821359427346
KIJSII_FSR,4.4858910000000005,3.6419326682993187
KULLOU_FSR,1.7656889999999998,2.382834377005281
SAWTIT_FSR,1.981708,1.5411361425784378
TIWSOI_FSR,3.040785,3.5332790836970105
SEJSUW_FSR,0.552505,0.6704748969711147
AHERUC_FSR,2.564284,2.302717529987035
MOLKAA_FSR,0.939426,1.043607513684833
PIGYEK_FSR,0.937579,0.9968101831690603
COLVEE_FSR,0.7269369999999999,1.2756858846782109
HEBLEH_FSR,1.56265,1.7976038661831808
EZUMIX_FSR,2.788519,2.7688632328051668
PIXSUM_FSR,2.402384,2.4165589234411016
BEMXOI_FSR,2.556622,3.1699852665563526
WAJDIU_FSR,0.026635,2.370475417218529
ACATAB_FSR,0.623449,0.712221102062756
ABEYIR_FSR,1.928707,2.048237108172934
