,DFT,ML
QUHMOX_FSR,4.9393410000000015,4.605198883893928
ECUVAB_FSR,1.863045,2.2499773313217624
QEMYIQ_FSR,0.885634,0.7657762632939367
ABACUF01_FSR,0.635073,1.5372996533989962
KIYFAC_FSR,2.484492,2.490628766442179
YETQOG_FSR,3.205451,3.09802170709532
SUMZIK_FSR,5.12901,4.474293036148868
ETESOM_FSR,2.074078,2.381732402221438
GAWHAP_FSR,3.879713,2.922138531535694
UNEYES_FSR,2.978754,2.625241705644914
XOQKEV_FSR,2.2558580000000004,2.092064649759383
QASZOC_FSR,3.383674,2.7230327920414386
POMKIM_FSR,1.015008,0.8647163527094923
UJATAB_FSR,2.831811,2.5688805401526693
MOXGAH_FSR,2.91644,2.3577450609535937
PIZFIQ_FSR,1.445805,2.1086007768576245
NUYWOU_FSR,2.982934,2.5250954686557456
GIZVOB_FSR,2.760251,2.3877362300234655
DACXUB_FSR,2.587062,2.437387816921934
XAKZUG_FSR,2.221916,2.3448955948597527
SELNAB_FSR,0.7146680000000001,0.7363551251799478
GUDTAB_FSR,2.959741,2.634923733715844
REXZAY01_FSR,2.481825,2.5740573660177457
FOKHIW_FSR,1.341148,2.1133687515772195
ZOHCEG_FSR,3.196678,2.6817900941036648
WUPHEU_FSR,3.687797,3.197647743558232
VAVCED_FSR,3.008294,2.738766794318508
KELCUA_FSR,1.344774,1.1331666392282873
OVUTEF_FSR,2.893068,3.0998024497843026
YAVSAQ_FSR,2.360469,2.231028417903918
KIPXIT_FSR,0.918754,0.7248341204222069
VUFFEI_FSR,2.578942,2.6784250579564457
TITBIJ_FSR,3.310829,2.8266490794852146
FISNUT_FSR,1.632527,2.3017883431807924
FETDUE_FSR,3.198377,2.9493705504568624
KEWXIV_FSR,2.663416,2.594707900023444
AHISAN_FSR,2.01382,2.4494006852641483
HUVJIT_FSR,1.698287,2.2983675537388315
NAXQUA_FSR,1.934935,1.349178838818176
IJEKIS_FSR,0.995949,1.1915241375931949
UYENOC_FSR,0.5283220000000001,0.6904401852461888
IKUHUT_FSR,2.3263,1.2860933727522479
BEPNOC_FSR,3.168463,3.123853088066703
LOTQIU_FSR,1.710435,1.4918734743340138
ACATIJ_FSR,1.407161,2.2225864567025884
ABEYOX_FSR,2.457655,2.8786715170599138
VUMQEA_FSR,4.107772,3.1973878761130834
YORSOO_FSR,3.325591,2.9359482123373724
CUICOL10_FSR,1.891396,1.957468352360081
VOJSUJ_FSR,1.085798,0.8475351384263452
TOPPIZ_FSR,0.936487,1.2837830553959755
VORTIH_FSR,2.176253,1.8611958538849365
TEKLUS_FSR,0.967921,1.0020969525936003
REHHIW_FSR,2.413217,2.707970832645195
WETVUN_FSR,2.422354,2.329905075237921
FEFTER_FSR,0.913182,1.0035444781205634
TODVIT_FSR,1.660247,2.2198060220040396
MOFQIK_FSR,0.678621,0.7139323441193284
ETUFIJ_FSR,3.031567,2.9504547015271783
VOZQEI03_FSR,0.697221,0.9600370702138505
FISHUL_FSR,2.105753,2.0008407569316145
XOCLOT_FSR,1.673536,1.4677568041592366
JAHJEK_FSR,2.523793,2.359964415414538
FUXWIG_FSR,2.841904,3.733659009458073
NUJROA_FSR,2.59808,2.801551059594324
IQOBIZ_FSR,3.541896,3.0609563173260526
WOVROQ_FSR,0.916811,0.9552864046141387
VALFUL_FSR,2.698017,2.265437743233127
AJUKOH_FSR,1.700307,1.7970281446680545
AQUKOO_FSR,0.353872,0.4174610401630936
TAPBOD_FSR,2.714586,2.639225084823778
NAZXOE_FSR,4.334429,4.119184785171775
JEHVAU_FSR,1.426133,1.1518490458327904
AVATEY_FSR,2.653706,2.3812414858483457
LASTEG_FSR,0.665272,0.7002156137609052
SALLAT_FSR,3.34985,2.6703039706897975
HAVYAG_FSR,1.450842,2.429776448673735
OMOFIF_FSR,3.720418,3.1792727003104275
XUCGIM_FSR,0.984314,0.940289813689275
XILVIZ_FSR,0.070726,0.5052938172960442
WEWLES_FSR,2.954411,3.586696900851294
AQIROJ_FSR,5.160495,4.397214758997535
XUWQUC_FSR,3.102638,2.1697463494271094
GIYKAB_FSR,4.502887,3.5607260267209355
DIGROC_FSR,0.8408979999999999,0.7762893766983296
LEQWIP_FSR,1.645041,2.36790408061246
OGOWUD_FSR,4.171103,3.4547939902751743
AWEHAM_FSR,3.110208,2.877552976483834
WORMUN_FSR,2.471537,2.2120884519401507
IGETEU_FSR,2.280358,2.4408501454007236
NAGZIH_FSR,0.8578530000000001,1.3013547724878531
LAYFIC_FSR,1.262317,0.9355988959946586
MIMHIB_FSR,2.446365,2.2184802001177815
WIHQAG_FSR,2.50973,2.718381399213108
CIXDUJ_FSR,3.746648,3.1582822351691426
BASMIS_FSR,0.940381,0.9007076985948093
PUPGAJ01_FSR,3.4331160000000005,3.2954776470838
BECBIX_FSR,0.43304,0.7305436043038203
UQUHAQ_FSR,0.871942,0.9362640155476996
ODOBAL_FSR,0.902821,0.9319809278372801
GINTAA01_FSR,3.4813,2.643404136170666
JUMRIU_FSR,2.759176,2.50963756063126
QUMVEA_FSR,2.587784,2.3690407442740273
KATVEH_FSR,0.7663939999999999,0.8140123073226668
TEJNED_FSR,2.643852,2.272229189597848
XEJVEP_FSR,3.123901,2.705845963927395
DOYBUQ01_FSR,1.214883,1.1606905789075128
CUSQOX_FSR,2.433119,2.660148401482619
NISWUI_FSR,2.850991,3.1708142623890403
JAWGUK_FSR,2.617823,2.3411362345600555
KIQKOK_FSR,0.490874,0.8942993837042685
LAWPUU_FSR,4.1200790000000005,3.942251829996655
FAPFEJ_FSR,2.413074,2.3839921816976926
ENEFIN_FSR,3.339433,2.954205011520429
QIMNUX_FSR,2.816719,2.8921351602098504
RUJFOS_FSR,0.939669,0.7075488651078672
IDIFUY_FSR,2.053748,2.3147948219865064
KESSOS_FSR,0.967701,0.6605545537564499
FEHGUX_FSR,1.704764,2.5233880535856965
RAJSIG_FSR,0.814976,0.9591966332812021
AWOGOJ_FSR,3.458129,3.5814944805124203
QIVXIF_FSR,2.752748,2.127723368626615
XECLID_FSR,3.637724,3.6772903918718853
KIQKEA_FSR,0.112199,0.4926187909846984
BODKEL_FSR,3.588031,3.9820102081695374
GOPGID_FSR,2.439388,2.756945851594388
WAYQOF_FSR,1.473828,1.1257856246499323
DORFUN_FSR,2.294225,2.2766936210690503
DEJYOJ_FSR,2.924086,2.689138675799601
XEYREZ_FSR,2.732561,2.848321937081451
OVEGEC_FSR,2.933841,2.557734522645042
FEPPAU_FSR,0.498084,1.062675200838239
NENNOK_FSR,0.188105,1.3546855372879563
TUFWUN_FSR,2.656256,2.2750388446197967
FITDAQ_FSR,4.401994,3.476473895690866
OJARUO_FSR,2.847342,2.469869998730779
ONOVET_FSR,0.985219,0.7611711939600347
BIJYOK_FSR,0.6307149999999999,0.8714301039826253
KIVNIO_FSR,0.607984,0.7914990784317766
JOFPAX_FSR,2.562151,2.421300342631401
ODOJIB_FSR,4.884628,4.316661201009863
VAMWEM_FSR,2.934943,2.786025568506446
BEQPUK_FSR,2.177494,2.162140235126021
NEKMEX_FSR,3.204596,2.831923784296837
QEZBAZ_FSR,0.415235,0.5891745591427835
QOGTIQ_FSR,1.209501,0.8640983862836702
MAFZOK_FSR,3.232677,3.3465604594886713
HACPOR_FSR,2.403137,2.4832011926182815
MAQKUN_FSR,3.5299629999999995,3.3180475652773858
HEBQAI_FSR,2.31659,3.1230149020056004
ODENIW_FSR,2.475357,2.6376529970081712
KIWQAI_FSR,3.492067,3.0520166580179477
COXKUW_FSR,3.267729,2.4101860290687824
ONIDUL_FSR,3.236902,3.1311576838455366
HAFQUC_FSR,0.287768,1.722194582936737
LINPAA_FSR,1.610395,2.117092398367653
JENWIL_FSR,2.2743,2.291234477563293
GOZTOE_FSR,0.744386,1.2108397309114878
DODPAO_FSR,3.524359,3.7014853261097755
FIKSID_FSR,3.473806,2.9383056399032164
JEXPEI_FSR,1.415835,1.0992539161057557
PEPWUF_FSR,3.371034,3.0150341236004365
IVOVEU_FSR,4.103346,3.646180139375563
IKOLUP_FSR,3.783079,3.54404520540983
UJULOC_FSR,2.682039,2.7872809546665565
UDIVIP_FSR,0.388241,0.7308262455749812
QUVCEQ_FSR,0.473376,0.3354870469015516
BUCVUR_FSR,0.549183,0.688120835798804
HEWSAD_FSR,0.477185,0.6517937146446933
SAQSUZ01_FSR,0.138874,0.4215646560036621
UYASET_FSR,1.289484,2.260933035210785
SEBMAQ_FSR,2.859187,2.6024374294217125
XIVLUK_FSR,4.338207,4.056176664602567
DEBTUA_FSR,2.442358,2.4458308078354634
CEJNEK_FSR,3.000382,2.7802237447559115
BUSHUU_FSR,3.092685,2.7489859482620886
HOXDEE_FSR,1.342185,1.1775909806541165
RUSQIG_FSR,4.2812519999999985,4.084944137669876
EBOMIT_FSR,3.525745,2.966678051777297
KESSAF_FSR,0.285161,0.7712239436804573
YALCEU01_FSR,1.816164,1.5812455625666715
VEPCIF_FSR,1.819191,2.982366391669494
QUQQID_FSR,1.650022,1.831532004863167
TIZGEQ_FSR,3.3027330000000004,2.7480318601244917
MEYJIL_FSR,3.813074,3.570245835107322
GIFKUC_FSR,0.72852,0.7616760621762673
UGENUP_FSR,0.671999,0.7423009264043863
BUBDOT_FSR,0.913888,0.7532138801478032
LETDIY_FSR,0.271966,0.6731747011750961
ETUGUW_FSR,2.956956,3.0510390227768482
MUTJAN_FSR,2.395903,2.7424080548014516
SABRAP_FSR,4.2723900000000015,3.466267892043069
VEGYAI_FSR,3.804206,4.1815336137965105
MUFHUR_FSR,3.426174,3.2954776470838
CUKBEQ_FSR,2.242737,2.260999772770697
AXOVEP_FSR,1.7713599999999998,2.264572612621105
HOQFAU01_FSR,0.520234,2.028567593657929
CAVHUF_FSR,1.80642,1.8219233821103877
YIWFES_FSR,1.132923,1.9416919549423355
GAFVOA_FSR,0.793337,0.8317542721908708
SIJREJ_FSR,2.959957,2.5967777562696934
NAFQIV_FSR,0.514373,0.24795890767599715
ENUQEK_FSR,1.3648209999999998,1.6244783027082246
GOBPES_FSR,3.93045,3.6986699222476602
MIKPED_FSR,0.851833,0.7916934939226863
CESNUJ_FSR,0.8114399999999999,1.0790613656805839
TUFFOQ_FSR,2.716393,2.360955223860941
EYETOS_FSR,2.997046,2.3405866691144084
TAHVOQ_FSR,3.986285,3.5482156412791515
KEQVOT_FSR,1.7799189999999998,1.6721770935843487
FURSIV_FSR,1.822611,2.0411899701851333
QONZEZ_FSR,3.38004,3.10356904741586
RINSUF_FSR,3.098547,3.098476022005981
GEHMOW_FSR,0.448868,0.7060815454944702
MOXFEL_FSR,4.3763510000000005,3.9506704451392807
WOMJUE_FSR,2.897434,2.95796749121207
IQUCAZ_FSR,0.800192,0.8662178760764796
SUJRAR_FSR,2.149625,2.4735065322698215
PEVZAS_FSR,4.05505,3.4782668174583513
RATFEA_FSR,1.259361,1.036451022622396
JEFFOS_FSR,0.693864,0.7458789035622857
PERDAS_FSR,3.023582,2.9475567319892164
VEYTID_FSR,1.789418,2.6953440709720624
NADWOG_FSR,3.2737380000000003,2.994724507848204
HAYPEC_FSR,3.6025080000000003,3.283245581099404
QEGHUI_FSR,0.6237659999999999,0.8148144886804474
WATCAW_FSR,0.8226540000000001,0.7784092613591547
KEQNOK_FSR,4.543437,4.1437516814999
QEJZUB01_FSR,0.343276,0.5190504607307567
QOVWOO01_FSR,2.621657,2.823686672812741
EMIYUV_FSR,3.444504,3.1787742094035814
RONCAZ_FSR,1.11688,2.0870581586854584
HEBRUD_FSR,0.437818,0.7379392305695145
GOHCIP_FSR,2.937239,2.915367392346756
YOFLIP_FSR,2.194903,2.7622860469408295
CELLUC_FSR,3.370695,3.078311946622267
PEHPEY_FSR,2.637598,1.7935327499908738
JUGFAU_FSR,0.977455,0.6985386781057468
OXITEV_FSR,1.824986,2.7549077904841113
IVONOX_FSR,2.137284,1.4016022290136547
SEBMOE_FSR,2.977005,2.888579981786677
ORUGOZ_FSR,2.646702,2.551039140731131
PADDEF_FSR,3.679835,3.3658606048892707
ZUFWEE_FSR,2.693874,2.5899412825857517
XEPZUP_FSR,0.726617,0.7961217950300927
GEXFUM_FSR,1.289992,1.804299154374915
DEHXEU_FSR,2.700276,3.00607798673796
FARJEO_FSR,0.127474,0.8221586980567714
AWEHIU_FSR,2.458383,2.3684785368595582
MUPKIS_FSR,0.785509,1.050697453023588
CETMEW_FSR,0.33741,0.7530241756834197
KOHBUF_FSR,2.36927,2.11338366293036
VIXBIO_FSR,1.16701,1.221192093483488
TUHREV_FSR,2.679381,2.0420882693180555
GASROK_FSR,2.561276,3.46672680771605
KESHIC_FSR,2.134799,1.8407423991400798
AQEHAG_FSR,2.8232,2.626977945217501
LORJIN_FSR,2.868717,2.7752237402962407
LAGNEO_FSR,2.454337,2.4716523039905667
QOVCIP_FSR,2.592452,2.7847689511160763
YOBWOD_FSR,0.5624279999999999,2.1228711772698503
AQIGUD_FSR,0.725939,0.9853323779186782
AXOCEW_FSR,3.152069,2.7755553675283906
DATYOM_FSR,2.54394,1.6248405602546683
HOTVUH01_FSR,0.761629,0.843229114268297
ILIGIU_FSR,2.595372,3.109748834224906
DIQJOF08_FSR,1.984353,1.3131327331573033
QAVREM_FSR,3.532218,3.290201183769952
DIJCOP_FSR,0.489196,0.6735725697378498
SEKKIF_FSR,1.9139,2.17643273922549
AKAROT01_FSR,0.808375,0.9567284068304751
JOJGIA_FSR,0.776139,0.6496995141731112
SOTJOA_FSR,2.733012,3.4362461139479663
RIWXAX_FSR,2.174898,2.683664105191202
XUMVIM_FSR,4.335673,3.741294647120945
WADDUD_FSR,2.931902,3.475174894361551
YOZYOD_FSR,3.034098,2.396669796076239
FUFNAW_FSR,3.076873,3.2480142328584343
REPNUX_FSR,1.342306,1.8485276051394592
HENYUV_FSR,2.435789,2.31785584955991
XELZIA_FSR,0.551367,0.7630152049197854
POKFUR_FSR,3.155889,2.9623520457765196
DASMAM_FSR,0.695704,0.5831723936380602
XONGEO_FSR,2.28492,2.456045510399928
DAYTAZ_FSR,0.968912,0.938754019863909
LIHFUF_FSR,4.114429,3.5351921649185094
TOFLOR_FSR,2.103589,2.5065025906035068
YICBIW_FSR,2.418225,2.4192865885890704
BOPCIT_FSR,1.2889959999999998,2.2267237093178487
CISVEH_FSR,1.82663,2.681497529521099
WAYXOM_FSR,3.049065,3.0728660470265936
PADKOV_FSR,0.8871100000000001,0.8042928152158311
ZIYQAB_FSR,2.854508,2.789865337058945
FIPFIU_FSR,2.617817,2.390589772456414
NOBWIM_FSR,0.996539,1.296652616467565
VODLIK_FSR,0.184971,0.7754457227699607
CESZIM_FSR,2.684639,2.286647574930859
PEZRAO_FSR,2.099157,2.3986030969096355
CUWRIW_FSR,1.519643,1.5741508448547785
WEXRAT_FSR,1.0521120000000002,0.679033355404254
DUKZOA_FSR,2.066438,2.757405856924617
LINQOP_FSR,1.684541,2.097013111013325
UTEYUO_FSR,1.400162,1.3403346533713503
NENJUN_FSR,2.637371,2.3597735468071495
ALUKAU_FSR,3.172663,2.710495534155882
BADCEQ_FSR,3.178357,3.019148428467716
JUHWOA_FSR,0.011521,0.5209338112793844
WEJRIP_FSR,1.411943,3.0687936504486935
OPUDEJ_FSR,3.073315,3.4059514956758576
FATCIO_FSR,1.307425,0.7497227874707804
ODATOE_FSR,2.782198,2.7415005733439486
YAMQUZ_FSR,3.25116,3.2167301879563155
EKOYAF_FSR,2.4512810000000003,2.4509212503532254
RALVOR_FSR,0.746123,1.130054188556585
OGODOD_FSR,1.312051,1.090640292443056
FAXGAN_FSR,2.903924,2.747155032587745
IJEZUU_FSR,0.890288,1.1074220398494354
EPIHAO_FSR,2.781692,3.0570549149322126
EHAHIF_FSR,1.476444,1.4648312051097037
MURFEM_FSR,3.514525,3.213993046609712
EXEMIE_FSR,3.01402,3.2387361652610522
IFIFAF_FSR,2.540753,2.9266413871428725
NEQNAZ01_FSR,2.667411,3.1732724049791408
GICRIU_FSR,1.403205,2.225912869579936
IROVIV_FSR,2.451046,2.4383409174827655
EWEVAD_FSR,2.689093,2.566102395875429
OCUKUV_FSR,2.201675,2.205000521994048
WUYGON_FSR,0.8909020000000001,0.9390993681665591
EPOPUW_FSR,0.864173,0.6916737184697475
MUTBUA_FSR,1.296323,1.600587302482591
YEHBUJ_FSR,2.454019,2.9548755054148614
TECNUN_FSR,1.7479919999999998,2.0273490432467938
OBIVIG_FSR,3.979975,3.6717192618984846
CEJZUP_FSR,1.864567,2.0355612508669054
LOJPIL_FSR,0.651031,1.1068733757082647
IDUQUV_FSR,4.32624,4.035331115749457
ANIDEI_FSR,1.402245,1.3280840744122884
NENDAL_FSR,1.027628,1.1810903176973042
RAQLOK_FSR,2.253541,2.338186933819377
DEJJEK_FSR,2.735664,2.342367940232549
GIFSEW_FSR,2.739089,2.668221403579224
UNISIU01_FSR,4.398827,4.101064152985288
QAFGEM_FSR,3.239839,2.756526299248776
NATXOX01_FSR,0.354127,1.1602337608113906
NAACET05_FSR,5.118831,4.989173385866756
QIYNOB03_FSR,0.472287,0.7323072273863431
XIKROB_FSR,0.826368,0.7857531039592427
UYAQAN_FSR,2.82598,2.4849670567320645
FEVRED_FSR,1.0826,2.0166189431422676
WONXIH_FSR,1.575304,1.655157001771606
GOMTAF_FSR,3.778861,3.371262115206223
EVOSUF_FSR,3.342842,2.836207700475864
DISYOU01_FSR,0.843224,0.7362085471926072
NARVIM_FSR,0.702655,1.091067854167239
DOKTAA_FSR,2.792196,3.0108476427259347
RABVOF01_FSR,3.398925,3.019630899697397
OMOFUR_FSR,1.636284,1.4322778534871254
NARSUW_FSR,1.2128450000000002,1.1490778682036247
MUMKUA_FSR,0.7702899999999999,0.7660665703247354
DAKLOS_FSR,2.0759,2.3011908868891204
MUPQEU_FSR,0.028929000000000007,1.1307863556677589
BUZHIO_FSR,2.98773,2.809479908991939
BIJMEP_FSR,3.925999,3.1960307767088523
QISJOR_FSR,2.482268,2.183652585913432
RUBRUD_FSR,2.266507,2.428147712646158
OBEHAF_FSR,0.578868,0.6643879116583236
HORTOY_FSR,0.6904100000000001,0.7399096551056648
ESEHIV_FSR,0.530288,0.5760782151056274
EJOXUY_FSR,2.4408540000000003,2.6100847762526422
MIPPEI_FSR,2.400319,2.48589496143613
WATGII_FSR,2.687145,2.1130161602386863
CIZPIM_FSR,0.74739,0.7942285704220282
RAMRUV_FSR,4.724275,4.249775147547908
IROROY_FSR,2.114529,2.4982413595069595
REDSEY_FSR,4.210464,4.133626558897705
PELLAW_FSR,2.923317,2.7102932262887514
