MOF,ML,DFT
KOZPUM_FSR,2.784796953201294,2.7801942825317383
BEPNUI_FSR,3.327392101287842,3.3845975399017334
OPANOJ_FSR,2.256498098373413,2.1029281616210938
SITVOH_FSR,3.0306029319763184,2.98305344581604
DAHJUR_FSR,2.0247859954833984,2.418586254119873
VAHWOS01_FSR,3.3852319717407227,3.332911491394043
ISATOM_FSR,2.436645030975342,2.5595779418945312
OKIYEO_FSR,1.0013569593429565,0.6805686950683594
ESATIC_FSR,2.232672929763794,2.1549782752990723
VAWHOQ_FSR,1.7439279556274414,1.7002705335617065
QOGTIQ_FSR,1.209501028060913,1.2155139446258545
ROJYUM_FSR,2.5888969898223877,2.425337076187134
HIQVOT_FSR,2.4104089736938477,2.201432704925537
MENMAU_FSR,2.5569329261779785,2.6141722202301025
IJOMOJ01_FSR,1.6234229803085327,1.9767667055130005
HOFKAR_FSR,2.8704640865325928,2.4702839851379395
AJAXOY_FSR,0.9866189956665039,0.9645521640777588
VUNCIR_FSR,0.1875939965248108,0.026458263397216797
HACGID_FSR,3.47275710105896,3.465461015701294
DEGSUE01_FSR,1.6041860580444336,1.4697387218475342
FUYYAA_FSR,0.9449819922447205,0.7914830446243286
JEXWIS_FSR,3.6353609561920166,3.6859188079833984
YACKAO_FSR,2.9650468826293945,2.887789249420166
GERMIB_FSR,2.111124038696289,2.262484073638916
JUDKOI_FSR,3.0116939544677734,3.0282955169677734
ULIBAU_FSR,0.40364500880241394,0.4762171506881714
LOZXIJ_FSR,2.703130006790161,2.5826685428619385
REBTIB_FSR,0.07185199856758118,0.15094280242919922
FAYKEX_FSR,0.35885098576545715,0.4174981117248535
KULLOU_FSR,1.7656890153884888,1.8532322645187378
QIYHIQ_FSR,2.7649660110473633,2.5552806854248047
ALIVOH_FSR,2.9727909564971924,2.9370951652526855
UVEPOB_FSR,0.39440301060676575,0.43660974502563477
SABWEX_FSR,0.8727570176124573,0.9089550971984863
AHAXAJ_FSR,0.3931809961795807,0.5254561901092529
SINSIU_FSR,1.0333689451217651,1.173548698425293
AKEGON_FSR,1.2033079862594604,1.1394014358520508
FIFZEA_FSR,1.2486200332641602,1.3569583892822266
VOJSUJ_FSR,1.0857980251312256,0.6713320016860962
GIZKEG_FSR,2.5879058837890625,2.6928329467773438
POLMEJ_FSR,0.9697170257568359,1.060003638267517
IGEMEN_FSR,0.8996390104293823,0.940036416053772
IJIWAZ_FSR,4.543744087219238,4.794167518615723
UWIMET_FSR,0.9917439818382263,1.0385198593139648
MOPLIO_FSR,0.9070839881896973,0.916366457939148
OPUTID01_FSR,0.7536090016365051,0.8580092191696167
BIMSAU_FSR,0.5482569932937622,0.9562777280807495
BUTJEG_FSR,0.10679499804973602,0.7349135875701904
KURQEU_FSR,3.2961909770965576,3.201127052307129
CAHJUR_FSR,1.5151419639587402,1.528531789779663
GAFFUP_FSR,2.855113983154297,3.1976430416107178
RAMJAQ_FSR,2.588334083557129,2.5890727043151855
PILXEQ_FSR,2.7412869930267334,2.5015463829040527
YAQFUT_FSR,0.9603729844093323,0.7680544853210449
KAPNUM_FSR,4.255227088928223,4.295351028442383
PAMHAO_FSR,3.356020927429199,3.320362091064453
CIWXAJ_FSR,2.5046870708465576,2.40075945854187
KIJPEA_FSR,1.827694058418274,2.222679853439331
DUXBEE_FSR,2.11324405670166,2.159724235534668
NIFXEI_FSR,2.5167860984802246,2.3113393783569336
QAKDIP_FSR,0.010773000307381153,0.23264455795288086
ATEMAP_FSR,3.0228800773620605,2.739899158477783
BADLUQ_FSR,2.1072239875793457,2.1927926540374756
CUSROY_FSR,2.480401039123535,2.3956809043884277
VAYCIJ_FSR,3.1521809101104736,3.076575517654419
IJAGUW_FSR,0.2871739864349365,0.7393584251403809
NUXGIY_FSR,4.982569217681885,4.983633518218994
TEQQAI_FSR,2.025346040725708,2.069342851638794
PEKKEW_FSR,3.285315990447998,3.2443125247955322
NELXEH_FSR,2.8667778968811035,2.9369068145751953
JORJUV_FSR,3.6705360412597656,3.593724250793457
QOFRUB_FSR,2.383903980255127,2.3604283332824707
MIMHOH_FSR,3.039088010787964,2.9031784534454346
FOWXOG01_FSR,2.199191093444824,2.2694194316864014
FISPOP_FSR,0.8319770097732544,0.9842699766159058
TEWLUD01_FSR,1.994940996170044,2.113624095916748
QAJZEJ_FSR,1.3636209964752197,1.5163993835449219
KIMXOV_FSR,2.2481470108032227,2.1137444972991943
UCOCAR_FSR,4.762959957122803,4.598194122314453
NUYVAF_FSR,3.506527900695801,3.5957436561584473
VUQHOF_FSR,1.8135520219802856,1.9100534915924072
ODIVON01_FSR,3.4223220348358154,3.2099051475524902
BUSMUZ_FSR,2.4610650539398193,2.7426114082336426
GIKBEI_FSR,3.6613259315490723,3.7318263053894043
DUWHOU_FSR,2.778388023376465,3.0514283180236816
CELYIE_FSR,1.2835960388183594,1.3658959865570068
QQQBOD04_FSR,3.163311004638672,3.015777349472046
CEPGIN_FSR,1.5679579973220825,1.6371742486953735
DOYZAT_FSR,2.638659954071045,2.856290340423584
AVAWAW_FSR,3.614255905151367,3.67942476272583
BEMXOI_FSR,2.5564138889312744,2.7485551834106445
IDINAN_FSR,1.9917470216751099,1.889899492263794
ETUNOX_FSR,2.7780709266662598,2.8768298625946045
XOJXOK_FSR,3.3821680545806885,3.1989517211914062
ODOFES_FSR,0.7828760147094727,0.5671991109848022
XIBWIO_FSR,3.198302984237671,3.1812355518341064
GICDAY_FSR,0.6870920062065125,0.7426701784133911
ISOROX01_FSR,3.0656750202178955,2.996185302734375
SABYAY_FSR,1.0008180141448975,0.8752254247665405
CEKSEQ01_FSR,0.4970090091228485,0.4542253017425537
JOMWUF_FSR,2.010183095932007,1.460256814956665
FODROG_FSR,2.441577911376953,2.5383529663085938
PEVLEJ_FSR,2.9179539680480957,3.158935070037842
ETEVEE_FSR,1.7439990043640137,1.0543208122253418
EGAGOK_FSR,2.3072218894958496,2.322514772415161
GECYES_FSR,3.651190996170044,3.5399513244628906
TERRAK_FSR,0.22652499377727509,0.4713810682296753
TASLAC_FSR,2.481806993484497,2.3913357257843018
HIGXOM_FSR,2.045551061630249,2.075409412384033
KAYQIM_FSR,3.361501932144165,3.19901704788208
POFDUK_FSR,1.420004963874817,1.7758089303970337
GOHCIP_FSR,2.9373090267181396,3.1523373126983643
SEPPIN_FSR,0.5154560208320618,0.29920339584350586
GOGHAM_FSR,2.3269410133361816,2.130305767059326
FAFMAD01_FSR,4.522195816040039,4.357357978820801
QQQFJS01_FSR,3.3529140949249268,3.2518253326416016
BUCCIL_FSR,2.330605983734131,2.3042492866516113
RADZED_FSR,2.3870809078216553,2.556302070617676
AZAYEH_FSR,1.7427129745483398,1.6789124011993408
AMOZAE_FSR,3.1384170055389404,3.003999948501587
MOXGAH_FSR,2.916440010070801,2.7793664932250977
VESBIG_FSR,4.545003890991211,4.546933650970459
CEYMAW_FSR,0.9587140083312988,0.9270720481872559
JIMRAZ_FSR,0.9274569749832153,0.5339781045913696
HIZJIK_FSR,3.4977989196777344,3.572479009628296
CAZXOQ_FSR,2.9349520206451416,2.690566062927246
AFEYAL03_FSR,2.73602294921875,2.944110631942749
YEMGIH_FSR,3.31856107711792,3.007490396499634
TOPPOF_FSR,3.749552011489868,3.7159903049468994
KOQLIN_FSR,3.5776760578155518,3.620969772338867
VAJYEK01_FSR,3.2611069679260254,3.219161033630371
DIZYIV_FSR,1.0854599475860596,1.1866819858551025
KIVYUK_FSR,0.3985059857368469,0.4917144775390625
EBIRUE_FSR,3.2776339054107666,3.2005319595336914
QATSUC_FSR,3.6073880195617676,3.711031198501587
AKAQEI_FSR,1.1059930324554443,1.0634796619415283
YEPQOZ_FSR,0.8201599717140198,1.0644652843475342
FAMDAA_FSR,3.2485740184783936,3.4954142570495605
KIZQAN_FSR,3.221613883972168,3.219712972640991
FAGWUI_FSR,2.4672980308532715,2.2491226196289062
MAPMOH_FSR,0.6137890219688416,0.5770331621170044
OGOLOL_FSR,1.5629370212554932,1.598555088043213
LUVKET01_FSR,2.8344810009002686,2.784984827041626
VIHYIW_FSR,0.7721419930458069,0.8207025527954102
JAPYEH_FSR,0.9287980198860168,0.817861795425415
LINPAA_FSR,1.6103949546813965,1.9324474334716797
OKOROW_FSR,5.270153999328613,5.54492712020874
PUQTEB01_FSR,2.820543050765991,2.9349327087402344
AJIPUF_FSR,1.8899459838867188,1.844109296798706
FUSVIZ_FSR,0.4863879978656769,0.6427445411682129
HOZDAD_FSR,4.165668964385986,4.074288368225098
TOCFOG_FSR,2.3515090942382812,2.588186025619507
DIWCAO_FSR,2.7510910034179688,2.6748013496398926
CUQRUD_FSR,2.482917070388794,2.8565609455108643
XEMJIJ_FSR,2.6175739765167236,2.7935080528259277
AWEBIP_FSR,0.8044080138206482,0.9669802188873291
FESVOQ03_FSR,2.6667420864105225,2.652841329574585
VAWGIM_FSR,0.964730978012085,0.9740225076675415
IDAWOA_FSR,1.8981209993362427,1.9679956436157227
WEGLAX_FSR,1.2118159532546997,1.0936753749847412
OWEVAP_FSR,0.9819070100784302,1.0499765872955322
POKZOG_FSR,2.9016149044036865,2.9034018516540527
MEYJAD_FSR,2.838897943496704,2.7089009284973145
HIXMIN_FSR,1.7092609405517578,1.5848605632781982
JOGHUK_FSR,0.6436169743537903,0.7802491188049316
LABHII_FSR,2.9556729793548584,2.81573748588562
ONAMUN_FSR,2.722100019454956,2.6007888317108154
YOVGEX_FSR,0.8875070214271545,0.951579213142395
XIZPIF_FSR,0.8333759903907776,0.8024940490722656
EMOTIK_FSR,2.8772380352020264,2.9112002849578857
QUHMEN_FSR,4.602424144744873,4.512676239013672
UFEYUA_FSR,0.06250300258398056,0.1475067138671875
EJINOB_FSR,2.1496429443359375,2.1567516326904297
DAXZOU_FSR,1.617136001586914,2.324171781539917
UZEGOW_FSR,3.2935619354248047,3.1316866874694824
CAVCEI_FSR,0.9243990182876587,0.8071551322937012
KUBYOW_FSR,0.7631289958953857,0.8951292037963867
IMAWUO_FSR,2.5062670707702637,2.722977638244629
YIDROV_FSR,2.566857099533081,2.633462905883789
FEFXEW_FSR,3.0372979640960693,2.835177421569824
XOLYEE_FSR,0.712261974811554,0.6711297035217285
LIYHAE_FSR,0.35944700241088867,0.44146811962127686
CIKYEB_FSR,2.196861982345581,2.2968320846557617
YITDUC_FSR,1.2188559770584106,1.4111063480377197
QOKVAP_FSR,2.4825069904327393,2.57393479347229
QIHRAD_FSR,2.3958210945129395,2.9273295402526855
NEFJAM_FSR,1.592758059501648,1.4375505447387695
XAGRAA_FSR,2.785645008087158,2.8031554222106934
DAXDIS_FSR,2.73909592628479,3.206787586212158
OKAZUX_FSR,1.770859956741333,1.5361435413360596
GALLIQ_FSR,0.045274000614881516,0.6018171310424805
UGOXIX01_FSR,2.9329159259796143,2.8292148113250732
TELMOO01_FSR,1.9541300535202026,2.098705291748047
FACRAF_FSR,0.779492974281311,0.6873762607574463
YIVWEH_FSR,3.9723050594329834,4.164388656616211
VIXVOP01_FSR,2.7714109420776367,2.773576021194458
RIPGIH_FSR,3.3322908878326416,3.2828516960144043
CUSTOA01_FSR,2.9183189868927,2.9442100524902344
KAWQOP_FSR,0.4494900107383728,0.3861202001571655
INAZAY01_FSR,0.9599760174751282,1.027925968170166
FOLBAJ_FSR,1.8136869668960571,1.968318223953247
COWVIU_FSR,0.9348880052566528,1.0365885496139526
DIFTUJ01_FSR,4.571478843688965,4.341300964355469
EBEMEE_FSR,1.0604079961776733,1.339535117149353
QUPTIG_FSR,3.4282801151275635,3.3145294189453125
FEGFAA_FSR,1.8928040266036987,2.190251111984253
PITVOD_FSR,0.18859699368476868,0.41843390464782715
QUKXOL_FSR,3.3628740310668945,3.3859479427337646
MURCEH_FSR,0.2893829941749573,0.38411712646484375
GAHBEX_FSR,2.483565092086792,2.392331838607788
JAPZAE_FSR,0.9577370285987854,0.8624215126037598
MEYKOS_FSR,2.532270908355713,2.481752395629883
ADAVEJ_FSR,3.448206901550293,3.4994311332702637
MIJJIZ_FSR,1.5091869831085205,1.433833360671997
GAVFEO01_FSR,4.911827087402344,4.912773609161377
SUNMOE_FSR,1.2759350538253784,0.8297398090362549
ODAVIA_FSR,2.75642991065979,2.7750625610351562
ODOWAF_FSR,2.931447982788086,2.9074885845184326
BUNJOK_FSR,1.0498709678649902,0.7519936561584473
DIBGOM_FSR,0.4960159957408905,0.871465802192688
GOTYOF_FSR,2.3137450218200684,2.4179201126098633
XAHGOE_FSR,2.87862491607666,2.927609920501709
OSUNOH_FSR,2.572840929031372,2.7157628536224365
ADABAK_FSR,0.7329040169715881,0.6956809759140015
UYOGEV_FSR,2.474015951156616,2.5273144245147705
DECWIS_FSR,0.8859999775886536,0.9744712114334106
EGETAN_FSR,0.8202049732208252,0.8723018169403076
TECQEY_FSR,3.4546730518341064,3.2157304286956787
VAZMOA_FSR,2.943312883377075,3.0357275009155273
COLYAE_FSR,1.8591339588165283,1.9224828481674194
CEVQIE_FSR,2.463736057281494,2.6071066856384277
CUTCIF_FSR,0.00634300010278821,0.1611725091934204
BEFREL_FSR,3.5489680767059326,3.5255701541900635
DUXBAA_FSR,2.1887760162353516,2.0441431999206543
KIJHUI01_FSR,2.8496410846710205,3.0399398803710938
PAXWIV_FSR,0.11451900005340576,0.37326860427856445
LOSCOM_FSR,0.5678489804267883,0.40666747093200684
COQPAZ_FSR,1.5983619689941406,1.4909231662750244
NILBAN_FSR,2.8997719287872314,3.0305607318878174
BEMKOW_FSR,2.7355868816375732,2.7748312950134277
EMEZEB_FSR,2.741131067276001,2.700145959854126
ECULEU_FSR,0.9813230037689209,0.8693864345550537
UYEWUS02_FSR,4.362880229949951,4.216830253601074
XOXBAO01_FSR,3.0029730796813965,2.8559505939483643
ABECAM_FSR,2.7489399909973145,2.7035090923309326
YAKKIG_FSR,1.6783219575881958,1.7148741483688354
EFEYOF_FSR,2.209958076477051,2.0590057373046875
PENYIT01_FSR,3.1558289527893066,2.8841094970703125
JOXPOD_FSR,1.4883899688720703,1.7460235357284546
WEJRIP_FSR,1.411942958831787,1.0035951137542725
LAGTEU_FSR,3.0889360904693604,2.8827457427978516
PEWKUZ_FSR,2.7054970264434814,2.7475757598876953
NIGNUP_FSR,1.0439939498901367,1.2225759029388428
GOFNEV_FSR,3.828855037689209,3.7589077949523926
JEBBUQ_FSR,2.9796149730682373,2.744832992553711
HIQJEX_FSR,2.733720064163208,2.654062271118164
GEKQUI01_FSR,1.8429069519042969,1.6218692064285278
KITLIK_FSR,2.706789016723633,2.5889039039611816
IFUKIE_FSR,2.957545042037964,2.6363744735717773
REDMUL_FSR,2.4117660522460938,2.352235794067383
MADTOC_FSR,2.2723441123962402,2.3669755458831787
POTQEW_FSR,1.5502049922943115,1.7743759155273438
RENWEM01_FSR,0.40501001477241516,0.4702324867248535
TEVMAJ_FSR,0.8930739760398865,1.0525447130203247
FOQSIO_FSR,2.354762077331543,2.3986306190490723
SETQOZ_FSR,0.2685689926147461,0.31845080852508545
ECEDEY_FSR,2.7140889167785645,2.6551129817962646
LONRAJ_FSR,0.659138023853302,0.7392216920852661
MATLUR_FSR,1.8340590000152588,1.822087049484253
ATIHAO_FSR,0.7760639786720276,0.9300550222396851
EDOREU01_FSR,0.6879649758338928,0.6721518039703369
RIDBOX_FSR,3.8081490993499756,4.158413887023926
LIXZEY_FSR,1.9569920301437378,2.306858777999878
YOMMIY_FSR,0.4518119990825653,0.6006343364715576
NUGJEF_FSR,3.2822210788726807,3.3406076431274414
KEFWOJ_FSR,0.8185660243034363,0.7781957387924194
MAWPOS_FSR,2.350048065185547,2.4420626163482666
MOLTUD_FSR,4.036423206329346,4.167990684509277
YAJTOU_FSR,0.8221330046653748,0.7867182493209839
NIMVIP_FSR,1.4041290283203125,1.3915244340896606
XILCEA01_FSR,3.8963940143585205,4.201889991760254
RUXXAJ01_FSR,2.605755090713501,2.72465443611145
BOKWII_FSR,1.926740050315857,2.1746342182159424
PEYTIY_FSR,1.0957310199737549,1.3958711624145508
DUHPUS_FSR,2.2851369380950928,2.270139217376709
OSAVUA_FSR,2.2993600368499756,2.4047675132751465
YEVXUV_FSR,1.2273039817810059,1.0798307657241821
EPAWEZ_FSR,2.3295109272003174,2.0374937057495117
HOVRAM_FSR,3.021718978881836,3.0981807708740234
DUZWOM_FSR,1.7266889810562134,1.6642303466796875
EJAWUH_FSR,0.664156973361969,1.0537749528884888
TOVYEK_FSR,3.3456459045410156,3.4702537059783936
DORREI_FSR,5.709181785583496,5.516945838928223
WOPXEE01_FSR,0.7363010048866272,0.8243935108184814
IVIJUT_FSR,1.6590080261230469,1.7367358207702637
NIYVAU_FSR,0.7686589956283569,0.8055698871612549
NETYAP_FSR,2.0961709022521973,2.0502870082855225
DIKRUL_FSR,3.6799910068511963,3.380404472351074
OSOGAG_FSR,2.787511110305786,2.960590124130249
LARQUR_FSR,2.788224935531616,2.5892527103424072
ISUKEM01_FSR,3.5753960609436035,3.5680437088012695
FEQSUQ_FSR,2.2198009490966797,2.381758213043213
WOKSEW_FSR,3.833578109741211,3.79852294921875
LEDKAH_FSR,2.4924440383911133,2.565502166748047
OPANUP_FSR,2.1611220836639404,2.1699366569519043
LIWMUA_FSR,2.593830108642578,2.6557533740997314
VUPSIJ_FSR,2.8980600833892822,3.0025405883789062
SAMLAT_FSR,2.2671849727630615,2.4972760677337646
ACOHAE_FSR,3.4274189472198486,3.389897346496582
QUZGEZ_FSR,0.9778239727020264,0.9224929809570312
COLVEE_FSR,0.7269359827041626,0.675797700881958
TISBII_FSR,2.6387240886688232,2.757749319076538
WAZMUH_FSR,5.054623126983643,4.826571941375732
NEKPOK_FSR,2.2191410064697266,2.1322126388549805
MINKAX01_FSR,2.2761900424957275,2.220949172973633
SARHAW_FSR,0.627174973487854,0.362094521522522
LASMUP_FSR,3.3801119327545166,3.1148619651794434
AFUDUA_FSR,1.320268988609314,1.467024564743042
LAZMIK_FSR,0.45352599024772644,0.6008862257003784
YAQMIO_FSR,2.2033839225769043,2.181948184967041
LARSAB_FSR,3.2294418811798096,2.7365660667419434
AGUMUL_FSR,0.7239180207252502,0.9099867343902588
AFADOD_FSR,3.412489891052246,3.4637699127197266
LARDUG_FSR,3.3410229682922363,3.283944606781006
DURKOR_FSR,1.5903350114822388,1.7599867582321167
TISLOX_FSR,1.508965015411377,1.6412769556045532
TEZVAY_FSR,3.3923139572143555,3.0113561153411865
DOQGIZ_FSR,0.018703000620007515,0.18926620483398438
PARTEI_FSR,0.4496220052242279,0.5371603965759277
NIYNAN_FSR,1.7953499555587769,2.0066637992858887
AWUBOK_FSR,1.9209699630737305,2.0978612899780273
DIYXER_FSR,3.2113230228424072,3.274806499481201
OQIMUY_FSR,2.1495230197906494,1.99301278591156
NAFJOV_FSR,1.601351022720337,1.62343168258667
WALWIS_FSR,1.1112810373306274,0.9669214487075806
MAQZAH_FSR,3.207911968231201,3.4490036964416504
RETDUS_FSR,1.5503649711608887,1.5129824876785278
ALILIS_FSR,2.77413010597229,2.644287586212158
UGAFIR01_FSR,1.7790440320968628,1.4472922086715698
SONPAM_FSR,3.832221031188965,4.035722732543945
FUMQAF_FSR,1.0083329677581787,1.5028793811798096
GIGBII_FSR,3.526458978652954,3.55179500579834
XIHDEY_FSR,3.698370933532715,3.7493743896484375
ASUQIO03_FSR,2.394167900085449,2.6179051399230957
RUZCAS_FSR,1.650899052619934,1.008656620979309
GUVXIF_FSR,2.1694610118865967,2.154907464981079
BOVPOS_FSR,2.617063045501709,2.4200997352600098
QULTUO_FSR,1.933608055114746,2.2562999725341797
DAYPUR_FSR,2.4789509773254395,2.7008450031280518
BOQTAD_FSR,1.3688650131225586,1.3569139242172241
IZEBOF_FSR,4.458950996398926,4.192019462585449
NENROQ_FSR,3.128679037094116,3.0631680488586426
DANTUJ_FSR,0.7211210131645203,0.6891154050827026
EMIZIK_FSR,3.4433529376983643,3.3827710151672363
KUGDEW_FSR,1.7617700099945068,1.809116005897522
XAHKOH_FSR,0.9500579833984375,0.975389838218689
VIPKAI_FSR,3.7386460304260254,3.6619086265563965
IGISAU_FSR,3.8772640228271484,3.681119918823242
PAGFAH_FSR,3.1601850986480713,2.9234588146209717
VIDNII_FSR,0.8953629732131958,0.6735135316848755
QEBWEB_FSR,3.715806007385254,3.7399818897247314
ICOMIW_FSR,3.699120044708252,3.7283599376678467
OBITOK_FSR,2.5965700149536133,2.80768084526062
